row_index,question_id,stem,option_A,option_B,option_C,option_D,grok3_raw,grok3_choice,grok3_abstain_code,grok3_confidence,grok3_rationale
439,d672b5b954c5ec2b73ece9cf01af87bed6fa7d8b329603264d66c7bf5e8e9e03,You are asked to see a 21-year-old woman for preconceptual care. She was diagnosed with generalised tonic-clonic epilepsy four years ago. This is poorly controlled. She is currently on sodium valproate and levetiracetam. What is the next step in her management?,. Arrange an EEG,Commence folic acid 5 mg,Arrange MRI,Commence aspirin 75 mg,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Folic acid 5 mg is recommended for women with epilepsy on antiepileptic drugs like sodium valproate due to the increased risk of neural tube defects in pregnancy. This is a crucial step in preconceptual care for her situation.""
}",B,,0.9,Folic acid 5 mg is recommended for women with epilepsy on antiepileptic drugs like sodium valproate due to the increased risk of neural tube defects in pregnancy. This is a crucial step in preconceptual care for her situation.
440,19aefb9cb58d4088608b25b80073ddc78b685b698b56fd19b7f1a1821924849c,A 9-month old presents with axillary temperature of 40.8ºC with demonstrable asexual forms of Plasmodium falciparum on blood film. Which of the complications is least likely to be present in the child?,Acute renal insufficiency,Haemoglobinuria,Hypoglycaemia,Severe anaemia,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.3,
  ""rationale"": ""I am not confident in selecting the least likely complication without additional clinical details about the child's condition, such as hydration status, urine output, or blood glucose levels. The severity and duration of malaria infection are also unclear, making it difficult to prioritize one complication over others.""
}",,INSUFFICIENT_INFO,0.3,"I am not confident in selecting the least likely complication without additional clinical details about the child's condition, such as hydration status, urine output, or blood glucose levels. The severity and duration of malaria infection are also unclear, making it difficult to prioritize one complication over others."
441,2d32ec51121d764d5684c0023f0bd8a6ffb06068ec1cc74f346fc457598b528b,"A newborn baby delivered at term appears uniformly blue, has a heart rate of 30/minute, no grimace, a partial flexion of the limbs and irregular respiration at the fifth minute of life. The most important immediate resuscitative measure at that moment is:",Set up Normal Saline infusion,Administer intra-cardiac hydrocortisone injection,Start bag and mask ventilation,Wrap in a warm towel,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The newborn shows signs of severe distress with a low heart rate, cyanosis, and irregular respiration, indicating inadequate oxygenation. Bag and mask ventilation is the most immediate and critical resuscitative measure to improve oxygenation and stimulate breathing. This aligns with neonatal resuscitation guidelines prioritizing airway and breathing support.""
}",C,,0.9,"The newborn shows signs of severe distress with a low heart rate, cyanosis, and irregular respiration, indicating inadequate oxygenation. Bag and mask ventilation is the most immediate and critical resuscitative measure to improve oxygenation and stimulate breathing. This aligns with neonatal resuscitation guidelines prioritizing airway and breathing support."
442,e8191f922b3486199094d4ab367cf77b67465220b4470683662823f38c7cc5a2,A 20 year old unbooked primigravida was referred from a traditional birth attendants home having been in labour for 20 hours. A diagnosis of Obstructed labour was made at the centre she was referred to. The pathological retraction ring which is one of the features of obstructed labour is caused by:,Thinning of the lower uterine segment,Thinning of the upper uterine segment,Thickening of the lower uterine segment.,Thickening of the mid-uterine segment,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The pathological retraction ring, also known as Bandl's ring, is associated with obstructed labor and is caused by the thinning of the lower uterine segment due to prolonged and intense contractions against an obstruction. This results in a visible or palpable ring at the junction of the upper and lower segments.""
}",A,,0.9,"The pathological retraction ring, also known as Bandl's ring, is associated with obstructed labor and is caused by the thinning of the lower uterine segment due to prolonged and intense contractions against an obstruction. This results in a visible or palpable ring at the junction of the upper and lower segments."
443,621ac4b70a61a258f3e5e746db5ad0fffb5e2f50b3d8f5bda8dce071ac99f212,"You are performing an elective caesarean on a 28-year-old primigravida with a history of previous myomectomy breeching the uterine cavity. She has been appropriately consented and is keen to have more children. After delivery of the baby and intravenous administration of Oxytocin, you attempt to deliver the placenta but it is firmly adherent. The uterus is well contracted and is not bleeding significantly. What is the most appropriate management in this scenario?",Administer terbutalline,Manual removal of placenta,Closure of the uterus and hysterectomy,Uterine artery embolization,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.3,
  ""rationale"": ""I am not highly confident in selecting an option without additional details on the extent of placental adherence or potential complications. Manual removal (B) could risk uterine damage given the history of myomectomy, while other options like hysterectomy (C) seem overly aggressive without bleeding. More information or imaging might be needed to confirm the diagnosis of placenta accreta or similar conditions.""
}",,INSUFFICIENT_INFO,0.3,"I am not highly confident in selecting an option without additional details on the extent of placental adherence or potential complications. Manual removal (B) could risk uterine damage given the history of myomectomy, while other options like hysterectomy (C) seem overly aggressive without bleeding. More information or imaging might be needed to confirm the diagnosis of placenta accreta or similar conditions."
444,4f6c57930ee287b8fd55546500425d3c10660df346d08aca1202c3c01e372f64,"An 80-year-old develops steady, progressive memory and cognitive deficit over 2 years. He has normal blood pressure and no focal neurologic findings, and workup for “treatable” causes of dementia is negative. What is the likely diagnosis?",Senile dementia of the Alzheimer’s type,Multi-infarct dementia,Vitamin B12 deficiency,Dementia with Lewy bodies,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's age, progressive memory and cognitive decline over 2 years, and lack of focal neurologic findings or treatable causes align with Alzheimer's disease. Multi-infarct dementia typically involves stepwise decline and vascular risk factors, which are absent here. Other options like B12 deficiency are ruled out by the negative workup.""
}",A,,0.9,"The patient's age, progressive memory and cognitive decline over 2 years, and lack of focal neurologic findings or treatable causes align with Alzheimer's disease. Multi-infarct dementia typically involves stepwise decline and vascular risk factors, which are absent here. Other options like B12 deficiency are ruled out by the negative workup."
445,532df0073f8a00277538a03cf9d53439c236d717782edf98afa854b1c26e1276,"A 32-year-old female is seen at the hospital a 6-month history of worsening lethargy and weight gain over the past six months. She has no known medical conditions and works as a librarian. There is no anterior neck swelling. Her blood pressure is 110/80 mmHg, and her pulse is 67 bpm and regular. Her body mass index is 32 kg/m2. Thyroid function tests showed a normal TSH of 1.5 m IU/L but low free T 4 of 7.8 pmol/L . Which of the following is most likely for this patient.",Subacute thyroiditis,Non toxic goiter,Hashimoto’s thyroiditis,Graves’ disease,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.3,
  ""rationale"": ""The patient has normal TSH with low free T4, suggesting a possible central hypothyroidism or other non-thyroidal illness, but the options provided do not include this. Additional clinical history, imaging, or antibody testing (e.g., anti-TPO for Hashimoto’s) is needed to confirm the diagnosis. I am not confident in selecting any of the given options without further data.""
}",,INSUFFICIENT_INFO,0.3,"The patient has normal TSH with low free T4, suggesting a possible central hypothyroidism or other non-thyroidal illness, but the options provided do not include this. Additional clinical history, imaging, or antibody testing (e.g., anti-TPO for Hashimoto’s) is needed to confirm the diagnosis. I am not confident in selecting any of the given options without further data."
446,97f63736edbab9b8ea918a216a1a7d4ff8d7209891ef19a4963c5aa18d90e850,A 72-year-old woman is found unconscious at home by her daughter. In the emergency room the patient does not respond to verbal or noxious stimuli. Which of the following is the most likely cause of her condition?,Hypoglycemia,Left posterior cerebral artery occlusion,Lacunar infarct in the right internal capsule,Middle cerebral artery occlusion,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.2,
  ""rationale"": ""The patient's unconscious state could be due to multiple causes, including hypoglycemia or a cerebrovascular event. However, there is not enough clinical information provided, such as vital signs, glucose levels, or neurological exam findings, to confidently determine the most likely cause.""
}",,INSUFFICIENT_INFO,0.2,"The patient's unconscious state could be due to multiple causes, including hypoglycemia or a cerebrovascular event. However, there is not enough clinical information provided, such as vital signs, glucose levels, or neurological exam findings, to confidently determine the most likely cause."
447,9f046e0a7b343f302cb5682d5af64888cbe959fda70d0a501f4aed64fbc707d7,"A 27-year-old man presents to the hospital after falling from a tractor. There isa 12-cm wound over his thigh, and he has extensive soft tissue damage. The proximal femur is protruding from the wound. It appears that adequate soft tissue remains to allow for coverage of the wound. This is best classified as which type of open fracture",Gustillo Type I,Gustilo Type II,Gustilo Type IIIb,Gustilo Type IIIc,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The description of a 12-cm wound with extensive soft tissue damage and a protruding femur suggests a high-energy injury with significant contamination and soft tissue involvement. Gustilo Type IIIb is characterized by extensive soft tissue damage requiring flap coverage, which aligns with the ability to cover the wound despite the damage. This classification fits better than the other options based on the severity described.""
}",C,,0.9,"The description of a 12-cm wound with extensive soft tissue damage and a protruding femur suggests a high-energy injury with significant contamination and soft tissue involvement. Gustilo Type IIIb is characterized by extensive soft tissue damage requiring flap coverage, which aligns with the ability to cover the wound despite the damage. This classification fits better than the other options based on the severity described."
448,87a084f79c2b4e16d35da2d3a3a4a15a761d87f87d4bc372dfd62329beb56abd,"A 15 year old boy with fever, altered sensorium and a purpuric rash for two days. He has extensive palpable purpura over the legs. Which of the following would be the most appropriate initial choice of antibiotic?",Vancomycin,Ciprofloxacin,Chloramphenicol,Gentamicin,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.3,
  ""rationale"": ""The presentation suggests possible meningococcal disease or another severe bacterial infection, but there is insufficient information on local resistance patterns, patient history, or specific clinical findings to confidently choose an antibiotic. Further diagnostic confirmation, such as blood cultures or CSF analysis, is needed before selecting targeted therapy.""
}",,INSUFFICIENT_INFO,0.3,"The presentation suggests possible meningococcal disease or another severe bacterial infection, but there is insufficient information on local resistance patterns, patient history, or specific clinical findings to confidently choose an antibiotic. Further diagnostic confirmation, such as blood cultures or CSF analysis, is needed before selecting targeted therapy."
449,d04ecb76234ce316f9b280645b9df3d2c2953605c870813f30f297aba8644447,"A 17-year-old, pregnant woman was brought to maternity ward, because was found to have generalized convulsion at the central market. O/E: (positive finding) unconscious, pale +, BP 156/100 mmHg, hyperreflexia, urine dipstick for protein +; F/L 35 cm. V/E Cervix effaced, dilated 4 cm, station –1. How do you manage this patient?","General measure, prophylactic antibiotic and immediate C/section.","General measures, antihypertensive, MgSO4, resuscitation of the patient, foetal assessment and emergency c/section.","General measures, antihypertensive, anticonvulsant and augmentation.","General measures, BP control, fit control, mother stabilization and conservative management.","{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""This patient likely has eclampsia given the convulsions, hypertension, proteinuria, and pregnancy. Option B addresses immediate needs with general measures, antihypertensive therapy, magnesium sulfate for seizure control, resuscitation, fetal assessment, and emergency cesarean section if needed. This is the most comprehensive and urgent approach.""
}",B,,0.9,"This patient likely has eclampsia given the convulsions, hypertension, proteinuria, and pregnancy. Option B addresses immediate needs with general measures, antihypertensive therapy, magnesium sulfate for seizure control, resuscitation, fetal assessment, and emergency cesarean section if needed. This is the most comprehensive and urgent approach."
450,235a73091f5061b03d5c51be80958ebdcc49040ac922b2a5878f21cb049fc922,A 30-year-old woman with bipolar disorder on lithium therapy presents with polyuria and polydipsia. Random blood sugar checked was 6.8 mmol/L . Which of the following is the most likely diagnosis?,Membranous glomerulonephritis,Chronic interstitial nephritis,Diabetes mellitus,Psychogenic polydipsia,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.4,
  ""rationale"": ""The symptoms of polyuria and polydipsia in a patient on lithium therapy could suggest chronic interstitial nephritis due to lithium toxicity, but diabetes mellitus is also a possibility with the given blood sugar level. Additional tests, such as serum lithium levels, renal function tests, and a fasting glucose or HbA1c, are needed to confirm the diagnosis.""
}",,INSUFFICIENT_INFO,0.4,"The symptoms of polyuria and polydipsia in a patient on lithium therapy could suggest chronic interstitial nephritis due to lithium toxicity, but diabetes mellitus is also a possibility with the given blood sugar level. Additional tests, such as serum lithium levels, renal function tests, and a fasting glucose or HbA1c, are needed to confirm the diagnosis."
451,c892b3216db64b2699cd88c69d9c11c7c3bd723033e39638858173b3d4302830,"A 70-year-old male complains of the sudden onset of syncope. It occurs without warning and with no sweating, dizziness, or lightheadedness. He believes episodes tend to occur when he turns his head too quickly or sometimes when he is shaving. The best way to make a definitive diagnosis in this patient is which of the following?",ECG,Carotid massage with ECG monitoring,Holter monitor,Electrophysiologic studies to evaluate the AV node,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's history of syncope associated with head turning or shaving suggests carotid sinus hypersensitivity. Carotid massage with ECG monitoring is the most direct and specific test to confirm this diagnosis by demonstrating bradycardia or asystole during stimulation.""
}",B,,0.9,The patient's history of syncope associated with head turning or shaving suggests carotid sinus hypersensitivity. Carotid massage with ECG monitoring is the most direct and specific test to confirm this diagnosis by demonstrating bradycardia or asystole during stimulation.
452,5b24c52525c734b25bc970b38c372f180dd9709dfde87cee9968d1bfb123f149,"A 20 years old para 0+0 at 38 weeks gestation with a B. P 160/110 multg, severe headache and one episode of convulsion one hour ago. Obsteric examination revealed a term fundal height, cephalic presentation and fetal heart rate of 144/min. The cervix is closed 2 cm long, posterior and not effaced. What would be your next plan of action?",Start magnesium sulphate intravenous hydralazine and prepare for emergency caesarean section delivery,Start magnesium sulphate then control blood pressure with I.V hydrallazine and insert postraglandin pessary.,"Start intravenous valium, hydrallazine drip and prepare for emergency caesarean section delivery.",Start intravenous labetalel drip and prepare for emergency ceasarean section delivery,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""This patient presents with severe preeclampsia or eclampsia given the high blood pressure, headache, and convulsion. Magnesium sulfate is the first-line treatment for seizure prophylaxis, and hydralazine can control blood pressure. Emergency cesarean section is appropriate due to the severity of the condition and term gestation.""
}",A,,0.9,"This patient presents with severe preeclampsia or eclampsia given the high blood pressure, headache, and convulsion. Magnesium sulfate is the first-line treatment for seizure prophylaxis, and hydralazine can control blood pressure. Emergency cesarean section is appropriate due to the severity of the condition and term gestation."
453,32aaea7d0efe808924712a9f92fa4d1555487a169bf75cb193b3db27b262edb0,"A 50-year-old woman is seen in clinic because of weight loss, restlessness, and palpitations. She also has noted leg swelling and excessive hair loss. Her past medical history is unremarkable. She takes no medications. She is afebrile. On exam, she is tachycardic and has a fine tremor. She has mild exophthalmos. Her thyroid is smooth and uniformly enlarged. TSH levels are low and T 3 and T 4 levels are elevated. What is the next best step in management?",Radioactive iodine,Early operation,Propranolol,Antithyroid medication,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation and lab findings suggest hyperthyroidism, likely due to Graves' disease. Antithyroid medication is the appropriate initial treatment to control thyroid hormone levels. It addresses the underlying cause and helps manage symptoms effectively.""
}",D,,0.9,"The clinical presentation and lab findings suggest hyperthyroidism, likely due to Graves' disease. Antithyroid medication is the appropriate initial treatment to control thyroid hormone levels. It addresses the underlying cause and helps manage symptoms effectively."
454,29b65b4ec244c97919266efc84a2b44c3dba7fb84282603942721914a77027b4,"2)	A 4-year-old girl is brought to the emergency department by her aunt because the child
has suddenly become clumsy, and her speech has become slurred over the last hour. On
physical examination, the girl is afebrile and dysarthric. She has prominent vertical and
horizontal nystagmus, along with truncal and appendicular ataxia. Deep tendon reflexes are
normal, as are results of the remainder of the physical examination.
Of the following, the MOST likely diagnosis is",meningoencephalitis,brain tumor,cerebellar hemorrhage,Guillain-Barré syndrome,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.0,
  ""rationale"": ""The sudden onset of ataxia, dysarthria, and nystagmus in a 4-year-old suggests a possible acute cerebellar or brainstem issue, but the provided options do not fully align with the clinical picture. Additional history (e.g., toxin exposure or recent illness) and diagnostic imaging are needed to confirm the diagnosis.""
}",,INSUFFICIENT_INFO,0.0,"The sudden onset of ataxia, dysarthria, and nystagmus in a 4-year-old suggests a possible acute cerebellar or brainstem issue, but the provided options do not fully align with the clinical picture. Additional history (e.g., toxin exposure or recent illness) and diagnostic imaging are needed to confirm the diagnosis."
455,eb41eddb4bed7d18279c549cadeb7c93cd56cdd497f0aea8f0619e683ac9b9c7,94. A 50-year-old presents to the emergency room with a sudden onset abdominal pain an hour ago. He is hypotensive with a board-like rigidity of the abdomen. The presence of guarding in the abdomen is suggestive of what type of physiologic pain,Sympathetic,Parietal,Referred,Visceral,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Guarding and board-like rigidity suggest parietal pain due to peritoneal irritation, often from an acute abdominal condition like perforation or peritonitis. Parietal pain is typically well-localized and associated with inflammation of the parietal peritoneum.""
}",B,,0.9,"Guarding and board-like rigidity suggest parietal pain due to peritoneal irritation, often from an acute abdominal condition like perforation or peritonitis. Parietal pain is typically well-localized and associated with inflammation of the parietal peritoneum."
456,baba053e5bcaeff37d479cfcba41ccd257dcfe1883e41c8dcc259d6212346743,"A 48-year-old woman presents with a non-tender, hard mass in the right submandibular triangle (Level I), which has enlarged slowly over the past year. The mass is 2.5 cm in diameter, firm, and feels like it is in the submandibular gland. Saliva can be expressed from the right Wharton's duct. This mass:",Is likely an inflammatory node in the submandibular triangle.,Is likely a malignant tumor of the submandibular gland,a benign tumor of the submandibular gland.,B and D,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.3,
  ""rationale"": ""The characteristics of the mass (non-tender, hard, slow-growing) raise concern for malignancy, but benign tumors or chronic inflammatory conditions cannot be ruled out without further diagnostic testing such as imaging or biopsy. The options provided do not fully align with the need for additional evaluation before making a definitive choice.""
}",,INSUFFICIENT_INFO,0.3,"The characteristics of the mass (non-tender, hard, slow-growing) raise concern for malignancy, but benign tumors or chronic inflammatory conditions cannot be ruled out without further diagnostic testing such as imaging or biopsy. The options provided do not fully align with the need for additional evaluation before making a definitive choice."
457,31aea55a3d6f657ea04efa959a55ea5d93dfadc8b84e823c0ab18b806f7f4608,"A 34-year-old male patient presents in casualty with right lower abdominal pain. The patient is evaluated and a CT scan urogram confirms a 2 mm calculi in the right ureter at vesico-ureteric junction. Patient is referred to a urologist for advice. All of the following are true advice 
EXCEPT:",Patient is advised to maintain good hydration,Patient can be managed conservatively as he is being followed up in the clinic,Renal function test are important while on follow-up,Pain management is critical,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.3,
  ""rationale"": ""I am not highly confident about identifying the incorrect advice without additional clinical context or guidelines specific to ureteric calculi management. The options provided all seem plausible, and I require more detailed information about the patient's condition or standard protocols to make an accurate choice.""
}",,INSUFFICIENT_INFO,0.3,"I am not highly confident about identifying the incorrect advice without additional clinical context or guidelines specific to ureteric calculi management. The options provided all seem plausible, and I require more detailed information about the patient's condition or standard protocols to make an accurate choice."
458,21544003d3d16033d176eabfe20beaf8835fb1fe852921bafc9666f01dd086ee,"A 29-year-old man is reviewed in the General Neurology Clinic. He has experienced progressive deterioration in his gait over the past 11 years, such that he currently needs the assistance of a frame. Over the last 2 years, his hearing has progressively worsened. A detailed family history reveals that his maternal grandmother had epilepsy, his mother experienced progressive deafness in middle age and his mother’s sister had difficulty walking and was told she had multiple sclerosis. Which one of the following is the most likely diagnosis in this case?",Friedreich’s ataxia,Huntington’s disease,Miller–Fisher syndrome,Mitochondrial disorder,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The progressive gait deterioration, hearing loss, and family history of neurological issues including epilepsy and deafness suggest a mitochondrial disorder. These conditions often present with multisystem involvement and maternal inheritance patterns, fitting the described family history.""
}",D,,0.9,"The progressive gait deterioration, hearing loss, and family history of neurological issues including epilepsy and deafness suggest a mitochondrial disorder. These conditions often present with multisystem involvement and maternal inheritance patterns, fitting the described family history."
459,db0a05ebc03235a504d22463448b453bc4ed14aaab290381704ef2a63beda926,A 38-year-old had not passed urine after open haemorrhoidectomy. He admitted to having severe pain at the surgical site which made him quite apprehensive. What is the first intervention that should be started in the management of this acute urinary retention,a.	Pass a transurethral catheter,b.	Suprapubic aspiration of urine,c.	To do a formal suprapubic stab cystostomy,d.	Adequate analgesia,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Severe pain from the haemorrhoidectomy is likely contributing to the patient's acute urinary retention by causing apprehension and sphincter dysfunction. Providing adequate analgesia as the first intervention can alleviate pain, reduce anxiety, and potentially resolve the retention without invasive procedures.""
}",D,,0.9,"Severe pain from the haemorrhoidectomy is likely contributing to the patient's acute urinary retention by causing apprehension and sphincter dysfunction. Providing adequate analgesia as the first intervention can alleviate pain, reduce anxiety, and potentially resolve the retention without invasive procedures."
460,ac1bfd5ca1357da0b51bd065e04bf87f340dad260cf61564389036aa5855b9ef,"A psychiatric Senior House Officer is called to consult on the case of a 75-year-old woman who had undergone a hip replacement two days before. On examination, the House Officer notes that the patient states the date as 1956, and she thinks she is at her son’s house. These impairments illustrate which aspect of the mental status examination?",Concentration,Memory,Thought process,Orientation,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's incorrect perception of the date and location suggests disorientation to time and place, which is a key aspect of the orientation component in a mental status examination.""
}",D,,0.9,"The patient's incorrect perception of the date and location suggests disorientation to time and place, which is a key aspect of the orientation component in a mental status examination."
461,12ba6e3c40eb3206ad76509a4e02422779159e6494fc47b934952aae7bf42739,"A 48-year-old diabetic man, who has already undergone an amputation of his left foot from gangrene last year, presents with three days history of bloody diarrhoea. What would be the clinical symptoms he would exhibit that would suggest he has a vascular cause of his GI bleeding?",Chronic history of recurring bouts of bloody diarrhoea with pain and occasional jaundice,Presence of claudication symptoms in the lower extremities,Recent travel history with consumption of lake water as diabetics are more susceptible to water-borne infections,Early satiety with weight loss but without abdominal pain,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Claudication symptoms in the lower extremities suggest underlying vascular disease, which could also affect mesenteric vessels and lead to ischemic colitis, a potential cause of bloody diarrhea. This fits with the patient's history of severe peripheral vascular issues, as evidenced by prior amputation. Other options are less directly linked to a vascular etiology for GI bleeding.""
}",B,,0.9,"Claudication symptoms in the lower extremities suggest underlying vascular disease, which could also affect mesenteric vessels and lead to ischemic colitis, a potential cause of bloody diarrhea. This fits with the patient's history of severe peripheral vascular issues, as evidenced by prior amputation. Other options are less directly linked to a vascular etiology for GI bleeding."
462,d1942417042ce7cb4a9856c45c7b99a13f51a8cf57ebee08b8ae4cc769f19160,"A two-year old child presents at the emergency unit with a 2-day history of fever, cough and sialorrhoea. Examination shows enlarged jugulodigastric lymph nodes. Which of the following is the most likely diagnosis?",Coryza,Pneumonia,Pertussis,Tonsillopharyngitis,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.85,
  ""rationale"": ""The symptoms of fever, cough, and sialorrhoea (drooling) along with enlarged jugulodigastric lymph nodes suggest an infection in the throat area. Tonsillopharyngitis is the most likely diagnosis as it commonly presents with these findings in a young child.""
}",D,,0.85,"The symptoms of fever, cough, and sialorrhoea (drooling) along with enlarged jugulodigastric lymph nodes suggest an infection in the throat area. Tonsillopharyngitis is the most likely diagnosis as it commonly presents with these findings in a young child."
463,47251c8fd86e8a722862554fb7ce191c49ff538d508fbc29456844cfa573adf1,26)	A primiparous woman whose blood type is O positive gives birth at term to an infant who has A-positive blood and a hematocrit of 55%. A total serum bilirubin level obtained at 36 hours of age is 12 mg/dL . Which of the following additional laboratory findings would be characteristic of ABO hemolytic disease in this infant?,Elevated hemoglobin,Petechiae,A normal reticulocyte count,Crescent-shaped red blood cells in the blood smear,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.4,
  ""rationale"": ""I am not confident in selecting an answer because the options provided do not clearly align with typical findings of ABO hemolytic disease, such as increased reticulocyte count or spherocytes on blood smear. Additional clinical data or more relevant options are needed to make an informed decision.""
}",,INSUFFICIENT_INFO,0.4,"I am not confident in selecting an answer because the options provided do not clearly align with typical findings of ABO hemolytic disease, such as increased reticulocyte count or spherocytes on blood smear. Additional clinical data or more relevant options are needed to make an informed decision."
464,7b276922d97fc0dac0858974f3844db3345fda2616ba54bcb5e08ea0ec650a91,"A 23-year old woman undergoes splenectomy following trauma. On postoperative day four, she developstachycardia and peritonitis, andshe has dark, bloody output from the nasogastric tube. What is the complication of greatest concern?",Gastric necrosis with perforation,Unrecognized esophageal varices,Overwhelming post-splenectomy infection (OPSI),Missed enterotomy,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The combination of tachycardia, peritonitis, and bloody nasogastric tube output on postoperative day four strongly suggests a severe intra-abdominal complication. Gastric necrosis with perforation is the most concerning due to its potential for rapid deterioration and high mortality if not addressed urgently.""
}",A,,0.9,"The combination of tachycardia, peritonitis, and bloody nasogastric tube output on postoperative day four strongly suggests a severe intra-abdominal complication. Gastric necrosis with perforation is the most concerning due to its potential for rapid deterioration and high mortality if not addressed urgently."
465,a570c9b6d9fffe9f39c54fabfd0dbdebdc8ee3ef120e1cc22d89f475cf1b6293,"CURB-65 criteria include five variables-confusion (C), urea >7 mmol/L (U), respiratory rate 30/ minute (R), blood pressure, systolic 90 mmHg or diastolic 60 mmHg (B) and age 65 years (65). Patients should be admitted to the hospital when the CURB-65 score is more than?",0,1,2,3,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""A CURB-65 score of 2 or more indicates a need for hospital admission due to increased risk of mortality. This is based on clinical guidelines for managing community-acquired pneumonia.""
}",C,,0.9,A CURB-65 score of 2 or more indicates a need for hospital admission due to increased risk of mortality. This is based on clinical guidelines for managing community-acquired pneumonia.
466,421d7a650edfabfdfc09eb77e03c906c968266d04b22ed665a74eac6233272b8,The obstetric doctor on call is asked to review a cardiotocograph performed prior to induction of labour in a 39/40 multigravida. Which of the following features should help to reassure the doctor that this is a normal trace?,The baseline variability is <5 beats per minute.,There are no significant accelerations of the fetal heart on the 30-minute recording.,The tocograph is picking up regular contractions.,The baseline heart rate is 100 beats per minute.,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.3,
  ""rationale"": ""I am not confident in selecting an option as the features listed do not clearly align with standard reassuring criteria for a normal cardiotocograph. Further clinical context or additional trace details are needed to make an informed decision.""
}",,INSUFFICIENT_INFO,0.3,I am not confident in selecting an option as the features listed do not clearly align with standard reassuring criteria for a normal cardiotocograph. Further clinical context or additional trace details are needed to make an informed decision.
467,fe46ba4aea83f59e919c18fe76c9caa6d3bcb5b7db8151e53c0611881a867829,"A 30-year-old woman presents to the early pregnancy unit with mild vaginal bleeding. An ultrasound is performed, which reports a complete molar pregnancy. What would be the parental origin and genetic complement of the complete molar pregnancy?",2 paternal sets: haploid,2 paternal and 2 maternal sets: tetraploid,1 maternal and 1 paternal set: diploid,1 paternal set: haploid,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Complete molar pregnancies typically result from the fertilization of an empty ovum by a single sperm that duplicates its genetic material, leading to two paternal sets of haploid chromosomes. This results in a diploid karyotype of 46,XX or 46,XY, all of paternal origin.""
}",A,,0.9,"Complete molar pregnancies typically result from the fertilization of an empty ovum by a single sperm that duplicates its genetic material, leading to two paternal sets of haploid chromosomes. This results in a diploid karyotype of 46,XX or 46,XY, all of paternal origin."
