row_index,question_id,stem,option_A,option_B,option_C,option_D,gemini_raw,gemini_choice,gemini_abstain_code,gemini_confidence,gemini_rationale
11,11,"A 69-year-old male with a history of metastatic small cell lung carcinoma on chemotherapy presents to his oncologist for a follow-up visit. He has responded well to etoposide and cisplatin with plans to undergo radiation therapy. However, he reports that he recently developed multiple spots all over his body. He denies any overt bleeding from his gums or joint swelling. His past medical history is notable for iron deficiency anemia, osteoarthritis, and paraneoplastic Lambert-Eaton syndrome. He has a 40 pack-year smoking history. His temperature is 98.5F (36.9C), blood pressure is 130/70 mmHg, pulse is 115/min, and respirations are 20/min. On examination, a rash is noted diffusely across the patients trunk and bilateral upper and lower extremities.

Results from a complete blood count are shown below:
Hemoglobin: 11.9 mg/dl
Hematocrit: 35%
Leukocyte count: 5,000/mm^3
Platelet count: 20,000/mm^3

The oncologist would like to continue chemotherapy but is concerned that the above results will limit the optimal dose and frequency of the regimen. A recombinant version of which of the following is most appropriate in this patient?",Interleukin 2,Interleukin 8,Interleukin 11,Erythropoietin,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 1.0,
  ""rationale"": ""The patient has severe chemotherapy-induced thrombocytopenia (platelet count of 20,000/mm^3), which is the dose-limiting toxicity preventing further treatment. Interleukin-11 is a cytokine that stimulates megakaryopoiesis, thereby increasing the platelet count. A recombinant version (oprelvekin) is used to prevent severe thrombocytopenia in patients undergoing myelosuppressive chemotherapy.""
}
```",C,,1.0,"The patient has severe chemotherapy-induced thrombocytopenia (platelet count of 20,000/mm^3), which is the dose-limiting toxicity preventing further treatment. Interleukin-11 is a cytokine that stimulates megakaryopoiesis, thereby increasing the platelet count. A recombinant version (oprelvekin) is used to prevent severe thrombocytopenia in patients undergoing myelosuppressive chemotherapy."
12,12,"A 65-year-old female patient comes to the physician’s office for her annual check-up. The patient’s only complaint is that she feels her vision has been getting more blurry over the past year. The patient has a past medical history of diabetes diagnosed 20 years ago and osteoarthritis. Her medications include metformin, glimepiride, and ibuprofen as needed for pain. Fundoscopic examination of this patient reveals narrowing of retinal arteries and microaneurysms. This patient’s symptoms are likely caused by tissue specific differences in expression of which of the following enzymes?",Sorbitol dehydrogenase,Galactocerebrosidase,Arylsulfatase A,Sphingomyelinase,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient's findings are consistent with diabetic retinopathy. In hyperglycemic states, aldose reductase converts excess glucose to sorbitol. Tissues like the retina, lens, and Schwann cells have low levels of sorbitol dehydrogenase, leading to sorbitol accumulation, osmotic damage, and the development of diabetic complications.""
}
```",A,,0.95,"The patient's findings are consistent with diabetic retinopathy. In hyperglycemic states, aldose reductase converts excess glucose to sorbitol. Tissues like the retina, lens, and Schwann cells have low levels of sorbitol dehydrogenase, leading to sorbitol accumulation, osmotic damage, and the development of diabetic complications."
13,13,"A 27-year-old man presents to the emergency department. He was brought in by staff from the homeless shelter when they found him unresponsive. The patient is a known IV drug abuser but otherwise has an unknown past medical history. He currently attends a methadone clinic. His temperature is 99.5F (37.5C), blood pressure is 97/48 mmHg, pulse is 140/min, respirations are 29/min, and oxygen saturation is 98% on room air. Initial laboratory values are shown below.

Serum:
Na+: 139 mEq/L
Cl-: 100 mEq/L
K+: 6.3 mEq/L
HCO3-: 17 mEq/L
Glucose: 589 mg/dL

The patient is given treatment. After treatment, his temperature is 99.5F (37.5C), blood pressure is 117/78 mmHg, pulse is 100/min, respirations are 23/min, and oxygen saturation is 98% on room air. His laboratory values are seen below.

Serum:
Na+: 139 mEq/L
Cl-: 100 mEq/L
K+: 4.3 mEq/L
HCO3-: 19 mEq/L
Glucose: 90 mg/dL

Which of the following is the best next step in management?","Insulin, IV fluids, and potassium",IV fluids only,Oral rehydration,Supportive therapy and close monitoring,"```json
{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient's hyperglycemia has resolved (glucose 90 mg/dL), but the anion gap metabolic acidosis persists (anion gap = 20), indicating the DKA is not fully treated. The standard of care at this stage is to add dextrose to the intravenous fluids while continuing the insulin infusion to close the anion gap without causing hypoglycemia. None of the options accurately describe this necessary step.""
}
```",,NO_VALID_OPTION,0.95,"The patient's hyperglycemia has resolved (glucose 90 mg/dL), but the anion gap metabolic acidosis persists (anion gap = 20), indicating the DKA is not fully treated. The standard of care at this stage is to add dextrose to the intravenous fluids while continuing the insulin infusion to close the anion gap without causing hypoglycemia. None of the options accurately describe this necessary step."
14,14,"A 49-year-old man comes to the physician because he has had multiple falls and multiple episodes of dizziness over the past 6 weeks. There is no personal or family history of serious illness. He drinks one pint of rum daily. He works as a foreman in a factory that produces industrial solvents. He is alert and oriented to time, place, and person. His temperature is 36.7°C (98.1°F), pulse is 88/min, and blood pressure is 108/70 mm Hg. Examination shows a wide-based gait. The patient is unable to stand with his feet together without support. There is a coarse tremor of the hands when he is asked to grab a pen. Muscle strength and tone are normal in all extremities. Sensation to pain, vibration, and position is intact bilaterally. Rapid alternating movements of the hands is impaired. Mental status examination shows no abnormalities. Which of the following is the most likely cause of this patient's condition?",Korsakoff syndrome,Methanol poisoning,Cerebellar degeneration,Wernicke's encephalopathy,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient's signs of a wide-based gait, truncal ataxia, intention tremor, and dysdiadochokinesia are all classic for cerebellar dysfunction. Given his history of chronic heavy alcohol use and normal mental status, alcoholic cerebellar degeneration is the most likely diagnosis. Wernicke's encephalopathy and Korsakoff syndrome are less likely as they typically involve cognitive impairment, which this patient does not have.""
}
```",C,,0.95,"The patient's signs of a wide-based gait, truncal ataxia, intention tremor, and dysdiadochokinesia are all classic for cerebellar dysfunction. Given his history of chronic heavy alcohol use and normal mental status, alcoholic cerebellar degeneration is the most likely diagnosis. Wernicke's encephalopathy and Korsakoff syndrome are less likely as they typically involve cognitive impairment, which this patient does not have."
15,15,A 62-year-old man with a history of chronic bronchitis comes to the physician because of a 1-month history of worsening shortness of breath and cough productive of thick sputum. He smoked one pack of cigarettes daily for 20 years but quit 5 years ago. Physical examination shows an increased anteroposterior chest diameter and coarse crackles in the lower lung fields bilaterally. Treatment with a drug that directly antagonizes the effects of vagal stimulation on the airways is begun. Which of the following drugs was most likely started?,Montelukast,Albuterol,Tiotropium,Cromolyn,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""Vagal stimulation of the airways causes bronchoconstriction via acetylcholine release. A drug that antagonizes this effect is a muscarinic antagonist (anticholinergic). Tiotropium is a long-acting muscarinic antagonist (LAMA) commonly used as maintenance therapy for chronic obstructive pulmonary disease (COPD), which is the likely diagnosis in this patient.""
}
```",C,,0.95,"Vagal stimulation of the airways causes bronchoconstriction via acetylcholine release. A drug that antagonizes this effect is a muscarinic antagonist (anticholinergic). Tiotropium is a long-acting muscarinic antagonist (LAMA) commonly used as maintenance therapy for chronic obstructive pulmonary disease (COPD), which is the likely diagnosis in this patient."
16,16,"A 72-year-old man comes to the physician because of a 2-month history of fatigue and worsening abdominal pain. During this period, he also has excessive night sweats and shortness of breath on exertion. Over the past 3 months, he has had a 5.6-kg (12-lb) weight loss. He had a myocardial infarction 3 years ago. He has hypertension, diabetes mellitus, and chronic bronchitis. His medications include insulin, aspirin, lisinopril, and an albuterol inhaler. He has smoked half a pack of cigarettes for the past 45 years. Vital signs are within normal limits. The spleen is palpated 6 cm below the left costal margin. Laboratory studies show:
Hemoglobin 6.4 g/dL
Mean corpuscular volume 85 m3
Leukocyte count 5,200/mm3
Platelet count 96,000/mm3
A blood smear is shown. Bone marrow aspiration shows extensive fibrosis and a few scattered plasma cells. A JAK 2 assay is positive. Which of the following is the most appropriate next step in management?""",Cladribine,Prednisone,Imatinib,Stem cell transplantation,"```json
{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient has symptomatic, high-risk primary myelofibrosis, confirmed by clinical features, bone marrow fibrosis, and a positive JAK2 mutation. The standard first-line treatment for managing splenomegaly and constitutional symptoms in such patients is a JAK inhibitor like ruxolitinib, which is not an option. The listed choices are inappropriate: imatinib is for CML, cladribine is for hairy cell leukemia, prednisone alone is insufficient, and stem cell transplantation is likely contraindicated due to the patient's age and multiple comorbidities.""
}
```",,NO_VALID_OPTION,0.9,"The patient has symptomatic, high-risk primary myelofibrosis, confirmed by clinical features, bone marrow fibrosis, and a positive JAK2 mutation. The standard first-line treatment for managing splenomegaly and constitutional symptoms in such patients is a JAK inhibitor like ruxolitinib, which is not an option. The listed choices are inappropriate: imatinib is for CML, cladribine is for hairy cell leukemia, prednisone alone is insufficient, and stem cell transplantation is likely contraindicated due to the patient's age and multiple comorbidities."
17,17,"A 36-year-old man is brought to the emergency department because of multiple episodes of nonbilious emesis for 3 days. The vomitus consists of undigested food and he has also had dark brown emesis twice today. He has been having early satiety during this period. He has had progressive severe episodic epigastric pain and dyspepsia for the past week. The pain is partially relieved with food or over-the-counter antacids, but worsens at night and several hours after eating. He has also had a weight gain of 2 kg (4.4 lbs) during this period. His father underwent surgery for colon cancer 3 years ago. He has smoked one pack of cigarettes daily for the last 15 years. He drinks two to three beers daily. His temperature is 37.1C (98.8F), pulse is 106/min and blood pressure is 108/68 mm Hg. Examination shows dry mucous membranes. The abdomen is mildly tender to palpation in the left upper quadrant; there is a tympanitic mass in the epigastrium. A succussion splash is heard with a stethoscope when the patient is rocked back and forth at the hips. Bowel sounds are reduced. Rectal examination is unremarkable. Test of the stool for occult blood is positive. The remainder of the examination shows no abnormalities. Serum studies show:
Na+ 135 mEq/L
K+ 3.3 mEq/L
Cl- 97 mEq/L
Urea nitrogen 46 mg/dL
Glucose 77 mg/dL
Creatinine 1.4 mg/dL
Which of the following is the underlying cause of this patient's vomiting?""",Inflammation and edema,Abnormal gastric rotation,Neoplastic growth,Scarring and fibrosis,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation with a succussion splash, nonbilious vomiting of undigested food, and early satiety is classic for gastric outlet obstruction (GOO). The subacute onset of symptoms (1 week of pain, 3 days of vomiting) and the pain pattern characteristic of an active peptic ulcer (relief with food, worse hours later) make inflammation and edema from a pyloric or duodenal ulcer the most likely cause of the obstruction. Chronic scarring would have a more insidious onset, and malignancy is less likely given the pain pattern and recent weight gain.""
}
```",A,,0.9,"The patient's presentation with a succussion splash, nonbilious vomiting of undigested food, and early satiety is classic for gastric outlet obstruction (GOO). The subacute onset of symptoms (1 week of pain, 3 days of vomiting) and the pain pattern characteristic of an active peptic ulcer (relief with food, worse hours later) make inflammation and edema from a pyloric or duodenal ulcer the most likely cause of the obstruction. Chronic scarring would have a more insidious onset, and malignancy is less likely given the pain pattern and recent weight gain."
18,18,"A 40-year-old man comes to the physician because of shortness of breath, double vision, and fatigue for the past 4 weeks. He has no history of serious medical illness and takes no medications. Physical examination shows drooping of the eyelids bilaterally. He is unable to hold his arms up for longer than 3 minutes. A CT scan of the chest shows an anterior mediastinal mass with smooth contours. A photomicrograph of a specimen from the mass is shown. Which of the following immunologic processes normally occurs in the region indicated by the arrow?",B-cell maturation,V(D)J recombination,Thymocyte formation,Negative selection,"```json
{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation of myasthenia gravis with an anterior mediastinal mass is highly suggestive of a thymoma or thymic hyperplasia. The photomicrograph is of the thymus, and the arrow is likely pointing to the thymic medulla (potentially a Hassall's corpuscle). Negative selection, the process by which self-reactive T-lymphocytes are eliminated, is a critical immunologic function that occurs in the thymic medulla to establish central tolerance.""
}
```",D,,0.9,"The clinical presentation of myasthenia gravis with an anterior mediastinal mass is highly suggestive of a thymoma or thymic hyperplasia. The photomicrograph is of the thymus, and the arrow is likely pointing to the thymic medulla (potentially a Hassall's corpuscle). Negative selection, the process by which self-reactive T-lymphocytes are eliminated, is a critical immunologic function that occurs in the thymic medulla to establish central tolerance."
19,19,"A 16-year-old female patient with a history of mental retardation presents to your clinic with her mother. The mother states that she wants her daughter to have a bilateral tubal ligation after she recently discovered her looking at pornographic materials. She states that her daughter is not capable of understanding the repercussions of sexual intercourse, and that she does not want her to be burdened with a child that she would not be able to raise. Upon discussions with the patient, it is clear that she is not able to understand that sexual intercourse can lead to pregnancy. What should your next step be?",Schedule the patient for the requested surgery,"Wait until the patient is 18 years old, and then schedule for surgery",Refuse the procedure because it violates the ethical principle of autonomy,Refer the patient to a psychiatrist to get informed consent,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Forced or non-consensual sterilization of a person with an intellectual disability is a major violation of their reproductive rights and bodily autonomy. Even with parental consent, performing an irreversible procedure on a minor who lacks decision-making capacity is ethically and legally problematic. The most appropriate initial action is to refuse the procedure on these grounds, and then to counsel the mother and patient on less invasive, reversible contraceptive options.""
}
```",C,,0.9,"Forced or non-consensual sterilization of a person with an intellectual disability is a major violation of their reproductive rights and bodily autonomy. Even with parental consent, performing an irreversible procedure on a minor who lacks decision-making capacity is ethically and legally problematic. The most appropriate initial action is to refuse the procedure on these grounds, and then to counsel the mother and patient on less invasive, reversible contraceptive options."
20,20,"A 41-year-old man presents to his primary care provider with abdominal pain. He says that the pain comes and goes throughout the day and usually lasts 20-30 minutes per episode. He can point to the spot 1-2 inches above the umbilicus where he feels the pain. He denies any feeling of regurgitation or nighttime cough but endorses nausea. He reports that he used to eat three large meals per day but has found that eating more frequently improves his pain. He tried a couple pills of ibuprofen with food over the past couple days and thinks it helped. He has gained four pounds since his past appointment three months ago. The patient denies any diarrhea or change in his stools. He has no past medical history. He drinks 5-6 beers on the weekend and has a 20 pack-year smoking history. He denies any family history of cancer. On physical exam, he is tender to palpation above the umbilicus. Bowel sounds are present. A stool guaiac test is positive. The patient undergoes endoscopy with biopsy to diagnose his condition.

Which of the following is most likely to be found on histology?",Mucosal defect in the stomach,PAS-positive material in the small intestine,Noncaseating granulomas in the small intestine,Crypt abscesses in the large intestine,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation of epigastric pain relieved by eating, nausea, and positive stool guaiac, along with risk factors like smoking and NSAID use, is highly suggestive of peptic ulcer disease (PUD). The fundamental pathological finding in PUD, whether in the stomach or duodenum, is a mucosal defect. The other options describe findings of Whipple's disease, Crohn's disease, and ulcerative colitis, which are inconsistent with the clinical picture.""
}
```",A,,0.9,"The patient's presentation of epigastric pain relieved by eating, nausea, and positive stool guaiac, along with risk factors like smoking and NSAID use, is highly suggestive of peptic ulcer disease (PUD). The fundamental pathological finding in PUD, whether in the stomach or duodenum, is a mucosal defect. The other options describe findings of Whipple's disease, Crohn's disease, and ulcerative colitis, which are inconsistent with the clinical picture."
21,21,"A 54-year-old woman with a past medical history of mental retardation, hypertension, and diabetes presents to the emergency department with a change in her behavior. Her caretakers state that the patients gait suddenly became ataxic, and she became less responsive than her normal non-verbal baseline. Her temperature is 98.5F (36.9C), blood pressure is 125/68 mmHg, pulse is 90/min, respirations are 15/min, and oxygen saturation is 99% on room air. Physical exam is notable for an unremarkable HEENT exam with normal facial features and no signs of airway compromise. Neurological exam is remarkable for new onset spasticity. The patient has 3+ reflexes and a positive Babinski sign. Musculoskeletal exam is only notable for symmetric swelling and deformities of the patients hands bilaterally. Additionally, there is a ""clunk"" when posterior force is applied to the head while anterior force is applied to the cervical spine. Which of the following is the most likely risk factor that predisposed this patient to this condition?",Cerebral palsy,Diabetes mellitus,Down syndrome,Hypertension,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation with acute ataxia, spasticity, and hyperreflexia, combined with a 'clunk' on cervical spine manipulation, strongly indicates atlantoaxial instability causing cervical myelopathy. Down syndrome is a well-known major risk factor for this condition due to generalized ligamentous laxity. The patient's history of intellectual disability makes this the most likely predisposing condition among the choices.""
}
```",C,,0.9,"The patient's presentation with acute ataxia, spasticity, and hyperreflexia, combined with a 'clunk' on cervical spine manipulation, strongly indicates atlantoaxial instability causing cervical myelopathy. Down syndrome is a well-known major risk factor for this condition due to generalized ligamentous laxity. The patient's history of intellectual disability makes this the most likely predisposing condition among the choices."
22,22,A group of researchers wants to evaluate how often the human immunodeficiency virus (HIV) is related to high-risk behaviors in female sex workers from their country. An additional aim is to evaluate the association between HIV acquisition and certain sociodemographic factors. The researchers collect data through interviewer-administered questionnaires (for behavioral and sociodemographic data) as well as through clinical and serological evaluation/screening methods for HIV and other sexually transmitted infections. Which of the following could be the main outcome measure of their study?,Incidence,Prevalence,Hazard rate,Relative risk,"```json
{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The study's aim to evaluate \""HIV acquisition\"" specifically refers to the occurrence of new cases of HIV infection over time. The appropriate epidemiological measure for new cases of a disease in a population over a specified period is incidence. Prevalence measures existing cases at a single point in time, and relative risk is a measure of association derived from incidence data.""
}
```",A,,0.9,"The study's aim to evaluate ""HIV acquisition"" specifically refers to the occurrence of new cases of HIV infection over time. The appropriate epidemiological measure for new cases of a disease in a population over a specified period is incidence. Prevalence measures existing cases at a single point in time, and relative risk is a measure of association derived from incidence data."
23,23,"A 17-year-old woman presents to your office concerned that she has not had her menstrual period in 4 months. She states that menses began at age of 13 and has been regular until two months ago. She denies sexual activity, and urine pregnancy test is negative. On exam, she appears well-nourished with a BMI of 21 kg/m^2, but you note that she has enlarged cheeks bilaterally and has calluses on the dorsum of her hands. She says that she has been very stressed with school and has recently been binge eating. What other finding do you expect to see in this patient?",Malar rash,Increased blood glucose level,Enlarged thyroid,Elevated estrogen levels,"```json
{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's presentation with binge eating, parotid gland enlargement, and calluses on her hands (Russell's sign) is highly suggestive of bulimia nervosa. The large amounts of food consumed during binge episodes can lead to metabolic disturbances, including transient or persistent hyperglycemia. The other options are incorrect; amenorrhea in this context is caused by low estrogen (ruling out D), and a malar rash (A) or enlarged thyroid (C) would suggest alternative diagnoses not supported by the classic findings presented.""
}
```",B,,0.8,"The patient's presentation with binge eating, parotid gland enlargement, and calluses on her hands (Russell's sign) is highly suggestive of bulimia nervosa. The large amounts of food consumed during binge episodes can lead to metabolic disturbances, including transient or persistent hyperglycemia. The other options are incorrect; amenorrhea in this context is caused by low estrogen (ruling out D), and a malar rash (A) or enlarged thyroid (C) would suggest alternative diagnoses not supported by the classic findings presented."
24,24,"A 60-year-old man with a history of osteoarthritis has been awaiting hip replacement surgery for 3 years. During his annual physical, he reports that he has been taking over the counter pain medications, but that no amount of analgesics can relieve his constant pain. Laboratory results reveal that his renal function has deteriorated when compared to his last office visit 2 years ago. Serum creatinine is 2.0 mg/dL, and urinalysis shows 1+ proteinuria. There are no abnormalities seen on microscopy of the urine. A renal biopsy shows eosinophilic infiltration and diffuse parenchymal inflammation. What is the most likely explanation for this patient's deterioration in renal function?",Focal segmental glomerulosclerosis,Ischemic acute tubular necrosis,Toxic tubulointerstitial nephritis,Rapidly progressive glomerulonephritis,"```json
{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""The patient's history of chronic use of over-the-counter analgesics (likely NSAIDs) for osteoarthritis, combined with renal biopsy findings of eosinophilic infiltration and diffuse parenchymal inflammation, is classic for drug-induced acute interstitial nephritis, which falls under the category of toxic tubulointerstitial nephritis.""
}
```",C,,0.95,"The patient's history of chronic use of over-the-counter analgesics (likely NSAIDs) for osteoarthritis, combined with renal biopsy findings of eosinophilic infiltration and diffuse parenchymal inflammation, is classic for drug-induced acute interstitial nephritis, which falls under the category of toxic tubulointerstitial nephritis."
