row_index,question_id,stem,option_A,option_B,option_C,option_D,claude_raw,claude_choice,claude_abstain_code,claude_confidence,claude_rationale
404,404,"A 35-year-old man presents to the emergency room due to shortness of breath that started an hour ago while playing football with some friends. He has had similar episodes in the past when he also had to be rushed to the hospital. Physical examination shows body temperature is 37.2C (98.9F), pulse rate is 100/min, respiratory rate is 28/min and blood pressure is 110/60 mm Hg. Also, it shows decreased breath sounds on both sides, the peak expiratory flow rate is 200 L/min and SpO2 is 89% on room air. The man is given an initial treatment with nebulization using an inhaled short-acting -agonist. An arterial blood gas analysis shows the following:
pH 7.48
PaO2 59 mm Hg
PaCO2 26 mm Hg
HCO3- 26 mEq/L
After administering oxygen by mask, the mans PaO2 increases to 75 mm Hg. Which of the following is the most likely cause of this patients condition?",Asthma attack,Carbon monoxide (CO) poisoning,Neuromuscular disease,Acute respiratory distress syndrome (ARDS),"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Recurrent episodes of acute dyspnea triggered by exercise, decreased breath sounds bilaterally, reduced peak expiratory flow, and respiratory alkalosis with hypoxemia that responds to oxygen are classic for an acute asthma exacerbation.""
}",A,,0.95,"Recurrent episodes of acute dyspnea triggered by exercise, decreased breath sounds bilaterally, reduced peak expiratory flow, and respiratory alkalosis with hypoxemia that responds to oxygen are classic for an acute asthma exacerbation."
405,405,"A 78-year-old woman presents to the office for an annual health check-up with her family physician accompanied by her daughter. She has no complaints during this visit but her daughter states that she is having difficulty locating objects such as the television remote, car keys, and her purse. Her medical history is significant for Alzheimer’s dementia, coronary artery disease, diabetes mellitus, hypothyroidism, congestive heart failure, osteoarthritis and centrilobular emphysema. The patient takes memantine, atorvastatin, metformin, levothyroxine, lisinopril, aspirin, albuterol, and ipratropium. The patient’s vitals are within normal limits today. Physical exam reveals an elderly female in no acute distress, oriented to person, place and year, but not to month or day of the week. She has a 3/6 holosystolic murmur at the left sternal border along with an S3 gallop. There are mild crackles at the lung bases. The remainder of the exam is normal. A previous urine culture reports growth of > 100,000 CFU of Enterobacter. Urinalysis findings are offered below:
Leukocyte esterase  positive
WBCs 50-100 cell/HPF
Nitrites positive
RBCs 2 cell/HPF
Epithelial cells 2 cell/HPF
Urine pH 5.7
Which of the following is the most appropriate next step?",TMP-SMX,Nitrofurantoin,Levofloxacin,Order a head CT scan to evaluate for acute intracranial pathology,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.55,
  ""rationale"": ""This elderly woman has a symptomatic UTI (altered mental status/new confusion with positive culture and pyuria). Nitrofurantoin is contraindicated/avoided in elderly with reduced renal function and CrCl concerns, and Enterobacter is often resistant to nitrofurantoin. TMP-SMX interacts and resistance is common; levofloxacin provides appropriate coverage for Enterobacter.""
}",C,,0.55,"This elderly woman has a symptomatic UTI (altered mental status/new confusion with positive culture and pyuria). Nitrofurantoin is contraindicated/avoided in elderly with reduced renal function and CrCl concerns, and Enterobacter is often resistant to nitrofurantoin. TMP-SMX interacts and resistance is common; levofloxacin provides appropriate coverage for Enterobacter."
406,406,"A 64-year-old man presents with severe respiratory distress. This has onset over the past 3 weeks, progressively worsening. Past history involves congestive heart failure (CHF). Due to concerns of concurrent pneumonia, sputum studies are ordered. Microscopic examination of his sputum demonstrates heart failure cells (hemosiderin-containing macrophages). Which of the following cellular organelles is significant in the formation of these cells?",Endoplasmic reticulum (ER),Ribosomes,Lysosomes,Mitochondria,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.92,
  ""rationale"": ""Heart failure cells are alveolar macrophages that phagocytose RBCs; lysosomes degrade hemoglobin, converting iron into hemosiderin stored within the macrophage.""
}",C,,0.92,"Heart failure cells are alveolar macrophages that phagocytose RBCs; lysosomes degrade hemoglobin, converting iron into hemosiderin stored within the macrophage."
407,407,"A 56-year-old man with a history of hypertension presents to his physician with progressive fatigue and new onset muscle cramps. He has had no recent changes to his medication regimen, which includes hydrochlorothiazide, lisinopril, and amlodipine. His temperature is 98.0F (36.7C), blood pressure is 174/111 mmHg, pulse is 70/min, respirations are 12/min, and oxygen saturation is 98% on room air. The patient's cardiopulmonary and abdominal exams are unremarkable. Laboratory values are ordered as seen below.

Serum:
Na+: 138 mEq/L
Cl-: 100 mEq/L
K+: 3.3 mEq/L
HCO3-: 33 mEq/L
BUN: 20 mg/dL
Glucose: 129 mg/dL

What is the most likely underlying etiology of this patient's hypertension?",Catecholamine-secreting mass,Cortisol excess,Impaired kidney perfusion,Increased peripheral vascular resistance,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Resistant hypertension with hypokalemia and metabolic alkalosis suggests hyperaldosteronism. In a 56-year-old, renovascular disease (renal artery stenosis) causing impaired kidney perfusion leads to secondary hyperaldosteronism via RAAS activation. Primary hyperaldosteronism isn't listed, making impaired kidney perfusion the best fit among the options.""
}",C,,0.6,"Resistant hypertension with hypokalemia and metabolic alkalosis suggests hyperaldosteronism. In a 56-year-old, renovascular disease (renal artery stenosis) causing impaired kidney perfusion leads to secondary hyperaldosteronism via RAAS activation. Primary hyperaldosteronism isn't listed, making impaired kidney perfusion the best fit among the options."
408,408,A 67-year-old man with transitional cell carcinoma of the bladder comes to the physician because of a 2-day history of ringing sensation in his ear. He received this first course of neoadjuvant chemotherapy 1 week ago. Pure tone audiometry shows a sensorineural hearing loss of 45 dB. The expected beneficial effect of the drug that caused this patient's symptoms is most likely due to which of the following actions?,Inhibition of thymidine synthesis,Inhibition of proteasome,Hyperstabilization of microtubules,Generation of free radicals,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Cisplatin is used for bladder TCC and causes ototoxicity/tinnitus. Its cytotoxic effect involves cross-linking DNA and generating reactive oxygen species/free radicals.""
}",D,,0.85,Cisplatin is used for bladder TCC and causes ototoxicity/tinnitus. Its cytotoxic effect involves cross-linking DNA and generating reactive oxygen species/free radicals.
409,409,"A 3-day-old male is evaluated in the hospital nursery for delayed passage of meconium. His mother is breastfeeding and has started to produce milk. The patient has been feeding well every two hours and is urinating over eight times per day. The patient was born at 35 weeks gestation to a 27-year-old gravida 4. The patient is of Ashkenazi Jewish descent, and the patient’s parents denied all prenatal genetic testing. The pregnancy was uncomplicated until the patient’s mother had spontaneous rupture of membranes at 35 weeks gestation. The patient’s three older siblings are all healthy. In the hospital nursery, the patient’s temperature is 98.2°F (36.8°C), blood pressure is 48/32 mmHg, pulse is 164/min, and respirations are 48/min. On physical exam, he appears to be in moderate distress. He has no dysmorphic features, and his abdomen is distended and non-tender. Bowel sounds are absent.

Which of the following is the best next step in management?",Contrast enema,Upper gastrointestinal series,Sweat testing,Abdominal ultrasound,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Delayed meconium passage with abdominal distension in an Ashkenazi Jewish neonate suggests meconium ileus (CF) or Hirschsprung disease. Contrast enema is both diagnostic and potentially therapeutic for meconium ileus and helps identify a transition zone in Hirschsprung disease.""
}",A,,0.85,Delayed meconium passage with abdominal distension in an Ashkenazi Jewish neonate suggests meconium ileus (CF) or Hirschsprung disease. Contrast enema is both diagnostic and potentially therapeutic for meconium ileus and helps identify a transition zone in Hirschsprung disease.
410,410,"A 76-year-old man is brought to his physician's office by his wife due to progressively worsening hearing loss. The patient reports that he noticed a decrease in his hearing approximately 10 years ago. His wife says that he watches television at an elevated volume and appears to have trouble understanding what is being said to him, especially when there is background noise. He states that he also experiences constant ear ringing and episodes of unsteadiness. On physical examination, the outer ears are normal and otoscopic findings are unremarkable. The patient is unable to repeat the sentence said to him on whisper testing. When a vibrating tuning fork is placed in the middle of the patient's forehead, it is heard equally on both ears. When the vibrating tuning fork is placed by the ear and then on the mastoid process, air conduction is greater than bone conduction. Which of the following structures is most likely impaired in this patient?",Malleus,Incus,Stapes,Cochlea,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Bilateral symmetric sensorineural hearing loss in an elderly patient with tinnitus and difficulty with speech discrimination in noise is presbycusis, caused by degeneration of hair cells in the cochlea. Weber midline and AC>BC (Rinne positive) bilaterally confirm sensorineural rather than conductive loss.""
}",D,,0.95,"Bilateral symmetric sensorineural hearing loss in an elderly patient with tinnitus and difficulty with speech discrimination in noise is presbycusis, caused by degeneration of hair cells in the cochlea. Weber midline and AC>BC (Rinne positive) bilaterally confirm sensorineural rather than conductive loss."
411,411,"A 27-year-old woman comes to the physician because of increasing shortness of breath and a non-productive cough for 2 months. She has been unable to perform her daily activities. She has had malaise and bilateral ankle pain during this period. She noticed her symptoms after returning from a vacation to Arizona. She is a research assistant at the university geology laboratory. She is originally from Nigeria and visits her family there twice a year; her last trip was 3 months ago. Her temperature is 37.8C (100F), pulse is 100/min, respirations are 24/min, and blood pressure is 112/72 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 94%. There is no palpable cervical or axillary lymphadenopathy. The lungs are clear to auscultation. Her left eye is notable for ciliary injection and photophobia. The remainder of the examination shows no abnormalities. A complete blood count is within the reference range. An x-ray of the chest is shown. Which of the following is the most likely diagnosis?",Sarcoidosis,Pulmonary tuberculosis,Hodgkin's lymphoma,Histoplasmosis,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.9,
  ""rationale"": ""Young woman with bilateral hilar lymphadenopathy on CXR, uveitis (ciliary injection, photophobia), arthralgias (ankle pain), and constitutional symptoms—classic Löfgren syndrome presentation of sarcoidosis.""
}",A,,0.9,"Young woman with bilateral hilar lymphadenopathy on CXR, uveitis (ciliary injection, photophobia), arthralgias (ankle pain), and constitutional symptoms—classic Löfgren syndrome presentation of sarcoidosis."
412,412,"A 68-year-old female presents to her primary care physician with a 7-month history of fatigue and low back pain. Her pain is not improved by over the counter analgesics. Laboratory analysis is notable for a calcium level of 11.5 mg/dL, creatinine level of 2.0 mg/dL, and blood urea nitrogen level of 30 mg/dL. Large eosinophilic casts are seen on renal biopsy. Which of the following findings is most likely to be seen on peripheral blood smear?",Linear aggregations of red blood cells,Schistocytes,Leukocytosis with abundant mature myeloid cells,Smudge cells,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""This is multiple myeloma (hypercalcemia, renal failure with myeloma cast nephropathy, back pain in elderly). Rouleaux formation (linear stacking of RBCs) is classic on peripheral smear due to elevated paraprotein.""
}",A,,0.95,"This is multiple myeloma (hypercalcemia, renal failure with myeloma cast nephropathy, back pain in elderly). Rouleaux formation (linear stacking of RBCs) is classic on peripheral smear due to elevated paraprotein."
413,413,"A 5-year-old female suffers from recurrent infections by Aspergillus species, Pseudomonas species, and Staphylococcus aureus. The patient's neutrophils are examined in the laboratory and they fail to react during the nitroblue tetrazolium test. Which of the following is most likely dysfunctional in this patient?",Lymphocytes,Immunoglobulin class switching,Superoxide dismutase,Myeloperoxidase,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.55,
  ""rationale"": ""This is chronic granulomatous disease, caused by defective NADPH oxidase, which fails to generate superoxide (hence negative NBT test). Among the listed options, superoxide dismutase is the closest to the superoxide-generating respiratory burst pathway, though NADPH oxidase itself would be the precise answer.""
}",C,,0.55,"This is chronic granulomatous disease, caused by defective NADPH oxidase, which fails to generate superoxide (hence negative NBT test). Among the listed options, superoxide dismutase is the closest to the superoxide-generating respiratory burst pathway, though NADPH oxidase itself would be the precise answer."
414,414,"A 35-year-old Caucasian female presents to the emergency room with unilateral leg swelling. She reports that she developed painful left-sided leg swelling and redness earlier in the day. She is otherwise healthy and takes no medications. She denies any recent prolonged travel. She experienced a similar episode affecting the opposite leg one year ago and was diagnosed with a thrombus in the right femoral vein. On examination, the left leg is erythematous and swollen. Passive dorsiflexion of the left ankle elicits pain in the left calf. Ultrasound of the leg reveals a thrombus in the left popliteal vein. A genetic workup reveals that she has an inherited condition. What is the most likely pathophysiology of this patients condition?",Elevated serum homocysteine,Thrombin inhibitor deficiency,Deficiency in protein C,Auto-antibodies directed against phospholipids,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Recurrent DVT in a young patient with an inherited thrombophilia most commonly suggests Factor V Leiden, but among the options listed, antithrombin III deficiency (a thrombin inhibitor deficiency) is the best fit as an inherited condition. Protein C deficiency is also inherited, but antiphospholipid syndrome is acquired and hyperhomocysteinemia is typically not classified as simply inherited in this context.""
}",B,,0.6,"Recurrent DVT in a young patient with an inherited thrombophilia most commonly suggests Factor V Leiden, but among the options listed, antithrombin III deficiency (a thrombin inhibitor deficiency) is the best fit as an inherited condition. Protein C deficiency is also inherited, but antiphospholipid syndrome is acquired and hyperhomocysteinemia is typically not classified as simply inherited in this context."
415,415,"A 24-year-old man is brought to the emergency department by the police. He was found unconscious and covered in bruises outside of a local bar. The patient has a past medical history of polysubstance abuse, depression, multiple suicide attempts, neuropathic pain, and schizophrenia. As part of the patients initial workup, a head CT is performed which is unremarkable, and an arterial blood gas is performed as seen below:

pH: 7.29
PaCO2: 95 mm Hg
PaO2: 70 mm Hg
Bicarbonate: 24 mEq/L

Which of the following is the most likely etiology of this patients current presentation?",Alcohol,Cocaine,Ethylene glycol,Heroin,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.92,
  ""rationale"": ""Acute respiratory acidosis with markedly elevated PaCO2 (95) and low PaO2 indicates hypoventilation from opioid-induced respiratory depression. Heroin is the classic cause; alcohol rarely causes this degree of CO2 retention, cocaine causes stimulation, and ethylene glycol causes high anion gap metabolic acidosis.""
}",D,,0.92,"Acute respiratory acidosis with markedly elevated PaCO2 (95) and low PaO2 indicates hypoventilation from opioid-induced respiratory depression. Heroin is the classic cause; alcohol rarely causes this degree of CO2 retention, cocaine causes stimulation, and ethylene glycol causes high anion gap metabolic acidosis."
416,416,"A laboratory primarily involved with studying cellular proofreading mechanisms is investigating the question of whether the ribosome can recognize a mischarged amino acid and still be incorporated into the growing peptide. In order to do so, they biochemically charge a Lys-tRNA with valine instead of lysine and insert the tRNA into the cell. They design an mRNA sequence that contains only codons for lysine. Which of the following will most likely occur?",The ribosome will recognize the mischarged tRNA and prevent its incorporation by removing the valine,The ribosome will recognize the inappropriately inserted valine residue and terminate protein translation,The mischarged tRNA will be degraded by the proteasome,The mischarged tRNA will be removed by the lysyl-tRNA synthetase,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.9,
  ""rationale"": ""The ribosome recognizes the tRNA anticodon, not the attached amino acid, so a Lys-tRNA mischarged with valine will deliver valine into the peptide. None of the listed options reflect this correct outcome.""
}",,NO_VALID_OPTION,0.9,"The ribosome recognizes the tRNA anticodon, not the attached amino acid, so a Lys-tRNA mischarged with valine will deliver valine into the peptide. None of the listed options reflect this correct outcome."
417,417,"A healthy 23-year-old male is undergoing an exercise stress test as part of his physiology class. If blood were to be sampled at different locations before and after the stress test, which area of the body would contain the lowest oxygen content at both time points?",Superior vena cava,Inferior vena cava,Pulmonary artery,Pulmonary vein,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.92,
  ""rationale"": ""The pulmonary artery carries mixed venous blood from the entire body (combining SVC, IVC, and coronary sinus return), giving it the lowest oxygen content. During exercise, coronary sinus blood (very low O2) further decreases mixed venous O2, keeping the pulmonary artery lowest at both time points.""
}",C,,0.92,"The pulmonary artery carries mixed venous blood from the entire body (combining SVC, IVC, and coronary sinus return), giving it the lowest oxygen content. During exercise, coronary sinus blood (very low O2) further decreases mixed venous O2, keeping the pulmonary artery lowest at both time points."
418,418,"A 41-year-old man presents to the emergency room with sudden onset of blurry vision one hour ago. He states that he was resting at home when he noticed he had difficulty reading. Currently, he is also starting to see double, and is seeing two images on top of each other. Earlier today, he felt ill with nausea, vomiting, and watery diarrhea, which he attributed to food he had eaten at a picnic the day before. When asked which foods he ate, he lists potato salad, a hamburger, deviled eggs, and pickles made by his neighbor. He also heard that his friend who went to the picnic with him has developed similar symptoms and was seen in another hospital earlier. While in the emergency room, the patients temperature is 98.4F (36.9C), pulse is 75/min, blood pressure is 122/84 mmHg, and respirations are 13/min. Cranial nerve exam is notable for fixed pupillary dilation, and difficulty depressing both eyes. The remainder of his exam is normal. Which of the following is the pathogenesis of this patients presentation?",Overactivation of adenylate cyclase,Release of interferon-gamma,Degradation of phospholipids,Inhibition of GABA release,"{
  ""choice"": ""D"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""Botulism from home-canned pickles causes descending paralysis via cleavage of SNARE proteins, inhibiting acetylcholine release at neuromuscular junctions. Among the options, inhibition of neurotransmitter release (GABA/ACh) best matches; tetanus toxin classically inhibits GABA, but this mechanism of blocking neurotransmitter release via SNARE cleavage is the closest match.""
}",D,,0.6,"Botulism from home-canned pickles causes descending paralysis via cleavage of SNARE proteins, inhibiting acetylcholine release at neuromuscular junctions. Among the options, inhibition of neurotransmitter release (GABA/ACh) best matches; tetanus toxin classically inhibits GABA, but this mechanism of blocking neurotransmitter release via SNARE cleavage is the closest match."
419,419,A 40-year-old male presents to your office complaining that he is too weak to climb stairs or brush his hair. He denies any headaches or change in vision. A muscle biopsy reveals CD8+ lymphocyte infiltration in the endomysium. Which of the following is the most likely diagnosis?,Systemic lupus erythematosus,Polymyalgia rheumatica,Polymyositis,Dermatomyositis,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Proximal muscle weakness with CD8+ T-cell infiltration in the endomysium is characteristic of polymyositis. Dermatomyositis shows perimysial/perivascular CD4+ infiltrates and skin findings, which are absent here.""
}",C,,0.95,"Proximal muscle weakness with CD8+ T-cell infiltration in the endomysium is characteristic of polymyositis. Dermatomyositis shows perimysial/perivascular CD4+ infiltrates and skin findings, which are absent here."
420,420,An unidentified surgical specimen is received for histopathologic analysis. A portion of the specimen is cut and stained with hematoxylin and eosin. The remainder is analyzed and is found to contains type II collagen and chondroitin sulfate. Which of the following structures is most likely the origin of this surgical specimen?,Blood vessel,Pinna,Pubic symphysis,Lens,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.75,
  ""rationale"": ""Type II collagen with chondroitin sulfate indicates cartilage. Pubic symphysis is fibrocartilage (contains type II collagen), pinna is elastic cartilage. Though both contain type II collagen, fibrocartilage of the pubic symphysis is the classic answer; however, pinna also fits. Choosing pubic symphysis as the most likely intended answer.""
}",C,,0.75,"Type II collagen with chondroitin sulfate indicates cartilage. Pubic symphysis is fibrocartilage (contains type II collagen), pinna is elastic cartilage. Though both contain type II collagen, fibrocartilage of the pubic symphysis is the classic answer; however, pinna also fits. Choosing pubic symphysis as the most likely intended answer."
421,421,"The Kozak sequence for the Beta-globin gene has a known mutation which decreases, though does not abolish, translation of the Beta-globin mRNA, leading to a phenotype of thalassemia intermedia. What would the blood smear be expected to show in a patient positive for this mutation?",Macrocytic red blood cells,Hyperchromic red blood cells,Microcytic red blood cells,Ringed sideroblasts,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.95,
  ""rationale"": ""Beta-thalassemia reduces beta-globin production, leading to decreased hemoglobin synthesis and resulting in microcytic, hypochromic red blood cells.""
}",C,,0.95,"Beta-thalassemia reduces beta-globin production, leading to decreased hemoglobin synthesis and resulting in microcytic, hypochromic red blood cells."
422,422,"A 31-year-old female patient complains of numbness and tingling in her left hand, weakness, difficulty with walking, dizziness, and bladder dysfunction. She said that about a year ago, she had trouble with her vision, and that it eventually recovered in a few days. On physical exam, bilateral internuclear ophthalmoplegia, hyperreflexia in both patella, and bilateral clonus, are noted. A magnetic resonance imaging (MRI) study was done (Figure 1). If a lumbar puncture is performed in this patient, which of the following would most likely be found in cerebrospinal fluid analysis?",Presence of 14-3-3 protein,Oligoclonal IgG bands on electrophoresis,Decreased IgG CSF concentration,Albuminocytologic dissociation,"{
  ""choice"": ""B"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Clinical picture (prior optic neuritis, INO, myelopathy signs, bladder dysfunction) is classic for multiple sclerosis, which characteristically shows oligoclonal IgG bands in CSF.""
}",B,,0.98,"Clinical picture (prior optic neuritis, INO, myelopathy signs, bladder dysfunction) is classic for multiple sclerosis, which characteristically shows oligoclonal IgG bands in CSF."
423,423,"A 58-year-old African American man presents for his yearly wellness visit. He says he has been unsuccessful at losing weight and would like help. His last colonoscopy was 8 years previously, which was normal. Past medical history is significant for obstructive sleep apnea (OSA) and hypertension. Current medications are isosorbide dinitrate/hydralazine and aspirin 81 mg orally daily. He is also on CPAP to manage his OSA. The patient denies any history of smoking or recreational drug use and drinks 1 or 2 beers on weekends. Family history is significant for prostate cancer in his father and hypertension and diabetes mellitus type 2 in his mother. His vital signs include: temperature 36.8C (98.2F), pulse 97/min, respiratory rate 16/min, blood pressure 120/75 mm Hg. BMI is 30 kg/m2. Physical examination is unremarkable. Fasting blood glucose is 90 mg/dL. Which of the following preventative screening tests would be most appropriate for this patient at this time?",PSA,Digital rectal exam,HbA1C,Abdominal ultrasound,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.6,
  ""rationale"": ""At 58, African American with family history of prostate cancer, PSA screening after shared decision-making is appropriate. HbA1c screening is recommended for overweight/obese adults 35-70, which also applies, but fasting glucose was just done (90) making repeat unnecessary. AAA ultrasound is only for smokers, and DRE alone is not recommended.""
}",A,,0.6,"At 58, African American with family history of prostate cancer, PSA screening after shared decision-making is appropriate. HbA1c screening is recommended for overweight/obese adults 35-70, which also applies, but fasting glucose was just done (90) making repeat unnecessary. AAA ultrasound is only for smokers, and DRE alone is not recommended."
424,424,"A 48-year-old female presents with an enlargement of her anterior neck which made swallowing very difficult for 2 weeks now. She has had constipation for the past 6 weeks and overall fatigue. She also had heavy menstrual bleeding; and often feels extremely cold at home. On the other hand, she has well-controlled asthma and spring allergies. On examination, the thyroid is stony hard, tender and asymmetrically enlarged. There is also pain associated with swallowing. Laboratory studies show a serum T4 level of 4.4 g/dL and a TSH level of 6.3 mU/L. A radionuclide thyroid scanning indicates that the nodule has low radioactive iodine uptake. Which of the following is the most likely pathology to be found in this patient?",Anaplastic carcinoma,Medullary carcinoma,Reidel thyroiditis,Silent thyroiditis,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""Stony hard, tender, asymmetrically enlarged thyroid with hypothyroidism and low RAIU in a middle-aged woman is classic for Riedel thyroiditis (fibrous replacement). Anaplastic carcinoma typically occurs in older patients (>60) and progresses more rapidly.""
}",C,,0.85,"Stony hard, tender, asymmetrically enlarged thyroid with hypothyroidism and low RAIU in a middle-aged woman is classic for Riedel thyroiditis (fibrous replacement). Anaplastic carcinoma typically occurs in older patients (>60) and progresses more rapidly."
425,425,"A 4-year-old boy is brought to the physician because of a generalized rash for 3 days. During this period, he has had severe itching and was not able to sleep well. He has also had fever, headache, and some muscle pain. Five days ago, he had a runny nose which subsided with over-the-counter medications. He returned from a camping trip 1 week ago. He attends a daycare center. The patient is at the 55th percentile for height and at the 50th percentile for weight. His temperature is 38.2C (100.7F), pulse is 97/min, and blood pressure is 96/60 mm Hg. Examination of the skin shows several macules, papules, and crusted lesions over his face, trunk, and extremities. There are a few fluid-filled vesicles over his abdomen and back. There is no cervical lymphadenopathy. The remainder of the examination shows no abnormalities. Which of the following is the most likely diagnosis?",Measles,Urushiol-induced dermatitis,Scarlet fever,Rubella,"{
  ""choice"": null,
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.95,
  ""rationale"": ""The clinical picture (lesions in multiple stages—macules, papules, vesicles, and crusts—with fever and pruritus) is classic for varicella (chickenpox), which is not listed among the options.""
}",,NO_VALID_OPTION,0.95,"The clinical picture (lesions in multiple stages—macules, papules, vesicles, and crusts—with fever and pruritus) is classic for varicella (chickenpox), which is not listed among the options."
426,426,"A 55-year-old man presents with a 2-month history of an increasing sensation of fullness in the upper left side of his abdomen. He complains of increasing fatigue and dyspnea. He has no history of serious illness and takes no medications. His temperature is 36.7C (98.1F), pulse is 90/min, respiratory rate is 18/min, and blood pressure is 125/70 mm Hg. His conjunctivae are pale. The examination of the heart and lungs shows no abnormalities. The splenic margin is palpable 8 cm (3.1 in) below the costal margin. No abnormal lymph nodes are found. Laboratory studies show:
Hemoglobin 8 g/dL
Mean corpuscular volume 90 m3
Leukocyte count 3,000/mm3
Platelet count 85,000/mm3
Peripheral blood smear shows small lymphocytes with cell membrane projections. Bone marrow aspiration is unsuccessful. Cell immunophenotyping is positive for CD25. Which of the following is the most effective pharmacotherapy at this time?",Cladribine,Imatinib,Prednisone,Thalidomide,"{
  ""choice"": ""A"",
  ""abstain_code"": null,
  ""confidence"": 0.98,
  ""rationale"": ""Hairy cell leukemia (massive splenomegaly, pancytopenia, hairy projections, CD25+, dry tap) is treated with cladribine (2-CDA) as first-line therapy.""
}",A,,0.98,"Hairy cell leukemia (massive splenomegaly, pancytopenia, hairy projections, CD25+, dry tap) is treated with cladribine (2-CDA) as first-line therapy."
427,427,"A 30-year-old male presents to his primary care physician complaining of infertility. He and his wife have been trying to get pregnant for the past two years. They have used fertility monitors and other aids without success. A hysterosalpingogram in his wife was normal. The patient has a history of cleft lip and recurrent upper respiratory infections as a child. He was briefly hospitalized for severe pneumonia when he was 9-years-old. His temperature is 98.6F (37C), blood pressure is 120/85 mmHg, pulse is 90/min, and respirations are 18/min. On examination, he is a healthy-appearing male in no acute distress with fully developed reproductive organs. Notably, cardiac auscultation is silent in the left 5th intercostal space at the midclavicular line. This patient most likely has a mutation in which of the following classes of proteins?",Lysosomal trafficking regulator protein,Transmembrane ion channel protein,Retrograde cytoskeletal motor protein,Anterograde cytoskeletal motor protein,"{
  ""choice"": ""C"",
  ""abstain_code"": null,
  ""confidence"": 0.85,
  ""rationale"": ""This patient has Kartagener syndrome (primary ciliary dyskinesia with situs inversus - heart sounds on the right), presenting with infertility, recurrent respiratory infections, and dextrocardia. It's caused by a defect in dynein, the retrograde cytoskeletal motor protein responsible for ciliary movement.""
}",C,,0.85,"This patient has Kartagener syndrome (primary ciliary dyskinesia with situs inversus - heart sounds on the right), presenting with infertility, recurrent respiratory infections, and dextrocardia. It's caused by a defect in dynein, the retrograde cytoskeletal motor protein responsible for ciliary movement."
