row_index,question_id,stem,option_A,option_B,option_C,option_D,llama_raw,llama_choice,llama_abstain_code,llama_confidence,llama_rationale
366,eda5c8dafb90683829d02f44952bc09ed1836baba778544c27a15c5fdb4289f7,"46)	A previously healthy 8-year-old boy has a 3-week history of low-grade fever of unknown source, fatigue, weight loss, myalgia, and headaches. On repeated examinations during this time, he is found to have developed a heart murmur, petechiae, and mild splenomegaly. Which of the following is the most likely diagnosis?",Rheumatic fever,Kawasaki disease,Scarlet fever,Endocarditis,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The boy's symptoms, including prolonged fever, heart murmur, petechiae, and splenomegaly, are highly suggestive of infective endocarditis, a condition where bacteria colonize the heart valves, often presenting with systemic signs of infection and embolic phenomena.""
}",D,,0.9,"The boy's symptoms, including prolonged fever, heart murmur, petechiae, and splenomegaly, are highly suggestive of infective endocarditis, a condition where bacteria colonize the heart valves, often presenting with systemic signs of infection and embolic phenomena."
367,c232c785fb0cc4e4d3f8bf3e544094f960561d698015913f0b1a6c58487ac808,"A 3-year old child presents with fever, progressively worsening cough and difficulty with breathing. Chest Xray shows homogenous radiolucency over the right middle and lower lobe areas. Which of the following physical examination findings will be commensurate with the radiological features?",Increased vocal resonance on the right,Tracheal shift to the right,Stony dullness to percussion on the right,Increased tactile fremitus on the right,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The chest X-ray finding of homogenous radiolucency suggests hyperinflation or pneumothorax, but in the context of the clinical presentation, it's more likely indicative of a pneumatocele or hyperinflation due to an underlying infection or obstruction. Increased vocal resonance is associated with consolidation or a large cavity, which could be related to the described radiolucency if it's due to a large pneumatocele. Increased vocal resonance on the right is the most commensurate finding among the given options.""
}",A,,0.8,"The chest X-ray finding of homogenous radiolucency suggests hyperinflation or pneumothorax, but in the context of the clinical presentation, it's more likely indicative of a pneumatocele or hyperinflation due to an underlying infection or obstruction. Increased vocal resonance is associated with consolidation or a large cavity, which could be related to the described radiolucency if it's due to a large pneumatocele. Increased vocal resonance on the right is the most commensurate finding among the given options."
368,13635ff8eda7c71760b8c51824683102d4cd4d07f7f8cc1e8804999afc1e8b75,A 72-year-old man who had a myocardial infarction three days ago for which percutaneous coronary intervention was done experiences sudden difficulty breathing. His blood pressure is 90/65 mmHg and pulse is 102 bpm and regular. Oxygen saturation is 94% on 4 liters of oxygen. He has bibasal crackles and a pansystolic murmur radiating to the axilla is heard. What is the most likely cause of these clinical findings?,New myocardial infarction,Ventricular septal defect,Acute pericarditis,Ventricular free wall rupture,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's sudden difficulty breathing, bibasal crackles, and pansystolic murmur radiating to the axilla after a recent myocardial infarction are suggestive of acute mitral regurgitation due to papillary muscle rupture, but ventricular septal defect is also a possibility. However, the presence of a pansystolic murmur radiating to the axilla is more typical of mitral regurgitation, yet among the given options, ventricular septal defect is the closest mechanical complication.""
}",B,,0.8,"The patient's sudden difficulty breathing, bibasal crackles, and pansystolic murmur radiating to the axilla after a recent myocardial infarction are suggestive of acute mitral regurgitation due to papillary muscle rupture, but ventricular septal defect is also a possibility. However, the presence of a pansystolic murmur radiating to the axilla is more typical of mitral regurgitation, yet among the given options, ventricular septal defect is the closest mechanical complication."
369,3ab984fad86b6c546f21264d28bc87eb6b86e8944af5e856d62f755022b4de8d,"After an initial pregnancy resulted in a spontaneous loss in the first trimester, your patient is concerned about the possibility of this recurring. Which of the following is the most appropriate answer regarding the chance of recurrence?




",It depends on the sex of the prior aborted  fetus,It has increased to approximately 50 %,It depends on the genetic makeup of the prior abortus,It has increased most likely to greater than 50%,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The risk of recurrent miscarriage is influenced by various factors, including the genetic makeup of the prior abortus, as chromosomal abnormalities are a common cause of early pregnancy loss. While the overall risk of recurrence is generally higher after one miscarriage, it is not as high as 50%. The sex of the prior aborted fetus is not a significant factor in determining the risk of recurrence.""
}",C,,0.8,"The risk of recurrent miscarriage is influenced by various factors, including the genetic makeup of the prior abortus, as chromosomal abnormalities are a common cause of early pregnancy loss. While the overall risk of recurrence is generally higher after one miscarriage, it is not as high as 50%. The sex of the prior aborted fetus is not a significant factor in determining the risk of recurrence."
370,12281c8c1a0f2c831c87f38c0f4ab59396bb614b4b7511b6f80cd1832007a047,71. A 40-year model complains of pain in the right ankle when walking for moderate to long distances. She noticed some subcutaneous varicosities just below the right knee. What is the most likely diagnosis,Varicose veins of the short saphenous system,b.Deep Vein thrombosis,Superficial thrombophlebitis,d.Varicose ulcers,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's symptoms of pain in the right ankle when walking and subcutaneous varicosities below the right knee suggest varicose veins, likely involving the short saphenous system which drains into the popliteal vein near the knee.""
}",A,,0.8,"The patient's symptoms of pain in the right ankle when walking and subcutaneous varicosities below the right knee suggest varicose veins, likely involving the short saphenous system which drains into the popliteal vein near the knee."
371,a58df0dc79ee19923f5238480fa93d16dab77f630ff2d7d2d7fbff14b6d9586a,"A 20 year-old female was involved in a road traffic trauma and was rushed to the casualty because of massive external bleeding. Her estimated weight was 40 kg. The patient’s estimated total blood volume (TBV) was 1,750 mls. Initially, six units of p RBCs were given followed by another 9 units given over the next 2 hours. Two doses of FFP (10 ml/kg) were also administered. What is the next appropriate step with regard to the patient’s developing dilutional coagulopathy?","Order PT, aPTT, platelet count, and fibrinogen level STAT and order more FFP (10 ml/kg), platelets (10 ml/kg), and 3 pooled units of cryoprecipitate.",Order platelets (10 ml/kg) and more FFP (10 ml/kg) x 3 doses.,"Order platelets only and then PT, aPTT, fibrinogen.","Order more pRBCs (emergency release) and give platelets (10 ml/kg), then  order more FFP (10 ml/kg).","{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient received a massive transfusion, which can lead to dilutional coagulopathy. The next step is to assess coagulation status with PT, aPTT, platelet count, and fibrinogen level, and then manage accordingly with FFP, platelets, and cryoprecipitate as needed.""
}",A,,0.9,"The patient received a massive transfusion, which can lead to dilutional coagulopathy. The next step is to assess coagulation status with PT, aPTT, platelet count, and fibrinogen level, and then manage accordingly with FFP, platelets, and cryoprecipitate as needed."
372,d50b7a8e1c8d0121838acc5dc27b8532cdde28ad5fbba4f71725f29655ff9b9a,"A 55-year-old man with a history of hypertension, diabetes and atherosclerosis started experiencing intermittent claudication. An angiogram shows a right common iliac artery stenosis of 90% over a short segment. What is the treatment of choice?",a.	Aorto-femoral bypass,e.	Axillofemoral bypass,b.	Left-to-right femoro-femoral bypass,c.	Iliofemoral bypass,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient has a short segment, high-grade stenosis in the right common iliac artery, making endovascular or localized surgical bypass a suitable option. Iliofemoral bypass is a more direct and less invasive surgical approach compared to aorto-femoral bypass for unilateral iliac disease. Angioplasty with or without stenting is also a common treatment but is not listed among the options.""
}",D,,0.8,"The patient has a short segment, high-grade stenosis in the right common iliac artery, making endovascular or localized surgical bypass a suitable option. Iliofemoral bypass is a more direct and less invasive surgical approach compared to aorto-femoral bypass for unilateral iliac disease. Angioplasty with or without stenting is also a common treatment but is not listed among the options."
373,72a3e64c91a70fea16f2fbf0381bbb60a0044a69683ebd07fad8b7ab7b63fa7b,A 45-year-old asthmatic patient attends the gynaecology clinic with heavy menstrual bleeding and an ultrasound scan suggests the presence of an endometrial polyp. The patient is booked for an outpatient hysteroscopy. What analgesia should be prescribed at least 1 hour before the procedure?,Buprenorphine,Diclofenac,Ibuprofen,Paracetamol,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""For outpatient hysteroscopy, NSAIDs like diclofenac are recommended for analgesia due to their effectiveness in reducing pain associated with the procedure. Diclofenac is a suitable choice as it is an NSAID that can be administered at least 1 hour before the procedure to achieve optimal analgesic effect.""
}",B,,0.9,"For outpatient hysteroscopy, NSAIDs like diclofenac are recommended for analgesia due to their effectiveness in reducing pain associated with the procedure. Diclofenac is a suitable choice as it is an NSAID that can be administered at least 1 hour before the procedure to achieve optimal analgesic effect."
374,d3d93cd8a5b74a2096859383b9d897b64b864738d51915bb1fe8f7b84edd21a9,"A 29-year old woman comes to the physician for evaluation of a mass in the left breast noticed 2 weeks ago. During this period the mass has not increased in size and has no pain. Three months ago she hit her left chest against a door and it was painful for a day. Menses occur at regular 28 day intervals and last for 5 days. Her last menstrual period was 3 weeks ago. Physical examination shows dense breasts and 2.5 cm well defined, rubbery, mobile mass that is non tender in the upper outer quadrant of the left breast. There is no axillary adenopathy. Which of the following is the most likely diagnosis?",Phyllodes tumour,Intraductal papilloma,Fibrocystic changes of the breast,Fibroadenoma,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation of a well-defined, rubbery, mobile, non-tender mass in the breast, particularly in a young woman, is highly suggestive of fibroadenoma. The history of recent trauma and dense breasts on examination are additional contextual factors, but the characteristics of the mass itself point towards fibroadenoma as the most likely diagnosis.""
}",D,,0.9,"The patient's presentation of a well-defined, rubbery, mobile, non-tender mass in the breast, particularly in a young woman, is highly suggestive of fibroadenoma. The history of recent trauma and dense breasts on examination are additional contextual factors, but the characteristics of the mass itself point towards fibroadenoma as the most likely diagnosis."
375,698bca58b28373e609afb2f06454f07ac2b76a35630f1cd5ff6ecc21d939bbf5,"39)	While bathing her 2-year-old son, a mother feels a mass in his abdomen. A thorough medical evaluation of the child reveals aniridia, hypospadias, horseshoe kidney, and hemihypertrophy. Which of the following is the most likely diagnosis for this child?",Neuroblastoma,Wilms tumor,Hepatoblastoma,Rhabdomyosarcoma,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The child's presentation with aniridia, hypospadias, horseshoe kidney, and hemihypertrophy is highly suggestive of Wilms tumor, as these are known associated congenital anomalies and syndromes. Wilms tumor is a common renal cancer in children, and the presence of these anomalies warrants screening for Wilms tumor.""
}",B,,0.9,"The child's presentation with aniridia, hypospadias, horseshoe kidney, and hemihypertrophy is highly suggestive of Wilms tumor, as these are known associated congenital anomalies and syndromes. Wilms tumor is a common renal cancer in children, and the presence of these anomalies warrants screening for Wilms tumor."
376,00040f95048bc0ec3b0a8b0c588e12292be76f5f0f7360af9a5031121dd92bd0,"A 46-year-old woman with a history of relapsing and remitting multiple sclerosis comes to the clinic for review. She has been stable for the past 6 months and is currently treated with oral fingolimod. Neurological examination reveals poor coordination, more marked on the left than the right, although there are no other significant signs. Which of the following correctly represents the mode of action of fingolimod?",B-cell cytotoxic,Increases the expression and concentration of anti-inflammatory agent,T-cell cytotoxic,Mimics myelin peptides,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Fingolimod acts by modulating sphingosine-1-phosphate receptors, which leads to the sequestration of lymphocytes in lymph nodes, thereby reducing the number of lymphocytes in the peripheral blood and the central nervous system. This action can be associated with increasing the expression and concentration of anti-inflammatory effects indirectly by reducing inflammatory cell infiltration into the CNS.""
}",B,,0.9,"Fingolimod acts by modulating sphingosine-1-phosphate receptors, which leads to the sequestration of lymphocytes in lymph nodes, thereby reducing the number of lymphocytes in the peripheral blood and the central nervous system. This action can be associated with increasing the expression and concentration of anti-inflammatory effects indirectly by reducing inflammatory cell infiltration into the CNS."
377,b3f952c5586f243636d1cc144fc7e2f2f992a7a23fef759004a24e325b4df9f3,A 22-yearold man is brought to the hospital after crashing his motorcycle into a telephone pole. He is unconscious and in profound shock. He has no open wounds or obvious fractures. The cause of his shock is MOST LIKELY caused by:,A transected lumbar spinal cord.,A subdural hematoma.,An epidural hematoma.,A basilar skull fracture,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient is in profound shock after a motorcycle crash without obvious external injuries or fractures, suggesting internal bleeding. An epidural hematoma is a likely cause of his condition, as it can lead to rapid deterioration and shock due to increased intracranial pressure and potential brain herniation.""
}",C,,0.8,"The patient is in profound shock after a motorcycle crash without obvious external injuries or fractures, suggesting internal bleeding. An epidural hematoma is a likely cause of his condition, as it can lead to rapid deterioration and shock due to increased intracranial pressure and potential brain herniation."
378,c610b6babe6a5188cafedb1a0fcdaeabe9f482b3284f8fb8a75134b971268666,"Because of his involvement in a motor vehicle accident, a 23-year-old football player has a chest wall injury. The only abnormal findings on clinical and radiologic examination are a fracture of the left fifth to seventh ribs and a small hemothorax. What should treatment include?",Thoracotomy to treat a hemothorax in the left base,Insertion of a metal plate to fix the fracture,Insertion of an intercostal drain to avoid pneumothorax,Immediate surgical intervention to remove damaged ribs,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient has a small hemothorax, and insertion of an intercostal drain is a standard treatment to drain the blood and prevent complications such as pneumothorax or fibrothorax.""
}",C,,0.9,"The patient has a small hemothorax, and insertion of an intercostal drain is a standard treatment to drain the blood and prevent complications such as pneumothorax or fibrothorax."
379,19f1598c5f2e6b31ddbb93153df6dd96e4f4f78f5f2ab4dd853760fade0f75fa,"A 54-year-old man with Schizophrenia who has been on Haloperidol for the past 25 years seems to be constantly chewing. He does not wear dentures. His tongue darts in and out of his mouth, and he occasionally smacks his lips. He also grimaces, frowns, and blinks excessively. Which of the following disorders is most likely in this patient?",Tourette’s syndrome,Akathisia,Huntington’s disease,Parkinson’s disease,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""The patient's symptoms, such as constant chewing, tongue darting, lip smacking, grimacing, frowning, and excessive blinking, are characteristic of tardive dyskinesia, a condition associated with long-term use of antipsychotic medications like Haloperidol. None of the given options directly correspond to this diagnosis.""
}",,NO_VALID_OPTION,0.0,"The patient's symptoms, such as constant chewing, tongue darting, lip smacking, grimacing, frowning, and excessive blinking, are characteristic of tardive dyskinesia, a condition associated with long-term use of antipsychotic medications like Haloperidol. None of the given options directly correspond to this diagnosis."
380,e154fcb1a0fb4435175ec9a906703c47ebad29483e4374c04b2e6b3cdea2df81,A 42-year-old woman on medications for pulmonary tuberculosis complains of numbness and tingling sensation in both hands and feet which developed recently. What could have been added to her medications to help prevent development of these new symptoms?,Thiamine,Cobalamin,Iron,Niacin,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The symptoms described are likely due to peripheral neuropathy, a known side effect of isoniazid, a common medication used to treat tuberculosis. Isoniazid interferes with pyridoxine (Vitamin B6) metabolism, and supplementation with pyridoxine is typically recommended to prevent this. Although pyridoxine is not listed among the options, thiamine (Vitamin B1) is the closest relevant B vitamin listed, but the most appropriate answer related to the context should have been pyridoxine. However, among the given choices, the closest in relevance to addressing neuropathy would be thiamine, as it is also a B vitamin, though not the ideal choice.""
}

However, upon closer inspection and following the required steps silently:

The correct answer should directly relate to preventing the side effects of antitubercular therapy, specifically isoniazid-induced neuropathy, which is best prevented by pyridoxine supplementation. Since pyridoxine is not an option, let's directly evaluate the given choices.

{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 1.0,
  ""rationale"": ""The correct supplement to prevent isoniazid-induced neuropathy is pyridoxine (Vitamin B6), which is not listed among the options. The closest relevant vitamin is not accurately represented in the choices.""
}",A,,0.9,"The symptoms described are likely due to peripheral neuropathy, a known side effect of isoniazid, a common medication used to treat tuberculosis. Isoniazid interferes with pyridoxine (Vitamin B6) metabolism, and supplementation with pyridoxine is typically recommended to prevent this. Although pyridoxine is not listed among the options, thiamine (Vitamin B1) is the closest relevant B vitamin listed, but the most appropriate answer related to the context should have been pyridoxine. However, among the given choices, the closest in relevance to addressing neuropathy would be thiamine, as it is also a B vitamin, though not the ideal choice."
381,62c5d42a70d2c5ebd7e79676714f073125f4b324ba8f5f433b4a729e7360b03a,"A 30-year-old male is involved in a major motor vehicle crash. During the primary survey in the emergency department, he is intubated for airway protection. He has equal breath sounds. He hasreceived one liter of intravenous crystalloid fluid. 
On repeat assessment, he has a blood pressure of 80/50 mmHg and pulse of 120 bpm. What is the best next step in management?",A. Proceed immediately to theatre for laparotomy,B. Start inotropic support and titrate to MAP > 65 mm Hg.,"Immediately transfuse blood products, either whole blood or a 1:1:1 transfusion of red bloodcells, platelets, and plasma as soon as  available.",Continue ongoing crystalloid resuscitation while drawing blood samples to assess hemoglobinlevel and determine the need for blood transfusion.,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is showing signs of hemorrhagic shock with hypotension and tachycardia after initial fluid resuscitation, indicating the need for blood product transfusion to address potential ongoing bleeding.""
}",C,,0.9,"The patient is showing signs of hemorrhagic shock with hypotension and tachycardia after initial fluid resuscitation, indicating the need for blood product transfusion to address potential ongoing bleeding."
382,e8191f922b3486199094d4ab367cf77b67465220b4470683662823f38c7cc5a2,A 20 year old unbooked primigravida was referred from a traditional birth attendants home having been in labour for 20 hours. A diagnosis of Obstructed labour was made at the centre she was referred to. The pathological retraction ring which is one of the features of obstructed labour is caused by:,Thinning of the lower uterine segment,Thinning of the upper uterine segment,Thickening of the lower uterine segment.,Thickening of the mid-uterine segment,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The pathological retraction ring, also known as Bandl's ring, is a demarcation between the upper and lower uterine segments that occurs in obstructed labour. It is caused by the thinning of the lower uterine segment and the thickening of the upper uterine segment. Therefore, the correct answer is related to the thinning of the lower uterine segment.""
}",A,,0.9,"The pathological retraction ring, also known as Bandl's ring, is a demarcation between the upper and lower uterine segments that occurs in obstructed labour. It is caused by the thinning of the lower uterine segment and the thickening of the upper uterine segment. Therefore, the correct answer is related to the thinning of the lower uterine segment."
383,4f6c57930ee287b8fd55546500425d3c10660df346d08aca1202c3c01e372f64,"An 80-year-old develops steady, progressive memory and cognitive deficit over 2 years. He has normal blood pressure and no focal neurologic findings, and workup for “treatable” causes of dementia is negative. What is the likely diagnosis?",Senile dementia of the Alzheimer’s type,Multi-infarct dementia,Vitamin B12 deficiency,Dementia with Lewy bodies,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's progressive memory and cognitive decline over 2 years without focal neurologic findings or 'treatable' causes of dementia suggests Alzheimer's disease, which is consistent with senile dementia of the Alzheimer's type.""
}",A,,0.9,"The patient's progressive memory and cognitive decline over 2 years without focal neurologic findings or 'treatable' causes of dementia suggests Alzheimer's disease, which is consistent with senile dementia of the Alzheimer's type."
384,532df0073f8a00277538a03cf9d53439c236d717782edf98afa854b1c26e1276,"A 32-year-old female is seen at the hospital a 6-month history of worsening lethargy and weight gain over the past six months. She has no known medical conditions and works as a librarian. There is no anterior neck swelling. Her blood pressure is 110/80 mmHg, and her pulse is 67 bpm and regular. Her body mass index is 32 kg/m2. Thyroid function tests showed a normal TSH of 1.5 m IU/L but low free T 4 of 7.8 pmol/L . Which of the following is most likely for this patient.",Subacute thyroiditis,Non toxic goiter,Hashimoto’s thyroiditis,Graves’ disease,"{
  ""choice"": ""null"",
  ""abstain_code"": ""NO_VALID_OPTION"",
  ""confidence"": 0.0,
  ""rationale"": ""The patient's thyroid function tests show a normal TSH with low free T4, indicating a potential issue with the pituitary or hypothalamic function or a non-thyroidal illness, but none of the given options directly relate to these conditions.""
}",,NO_VALID_OPTION,0.0,"The patient's thyroid function tests show a normal TSH with low free T4, indicating a potential issue with the pituitary or hypothalamic function or a non-thyroidal illness, but none of the given options directly relate to these conditions."
385,97f63736edbab9b8ea918a216a1a7d4ff8d7209891ef19a4963c5aa18d90e850,A 72-year-old woman is found unconscious at home by her daughter. In the emergency room the patient does not respond to verbal or noxious stimuli. Which of the following is the most likely cause of her condition?,Hypoglycemia,Left posterior cerebral artery occlusion,Lacunar infarct in the right internal capsule,Middle cerebral artery occlusion,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's unresponsiveness to verbal or noxious stimuli suggests a severe alteration in consciousness. Hypoglycemia is a reversible cause of coma that can present with unresponsiveness, making it a likely consideration in the differential diagnosis. While the other options can cause significant neurological deficits, they are less likely to result in a complete loss of responsiveness to all stimuli.""
}",A,,0.8,"The patient's unresponsiveness to verbal or noxious stimuli suggests a severe alteration in consciousness. Hypoglycemia is a reversible cause of coma that can present with unresponsiveness, making it a likely consideration in the differential diagnosis. While the other options can cause significant neurological deficits, they are less likely to result in a complete loss of responsiveness to all stimuli."
386,9f046e0a7b343f302cb5682d5af64888cbe959fda70d0a501f4aed64fbc707d7,"A 27-year-old man presents to the hospital after falling from a tractor. There isa 12-cm wound over his thigh, and he has extensive soft tissue damage. The proximal femur is protruding from the wound. It appears that adequate soft tissue remains to allow for coverage of the wound. This is best classified as which type of open fracture",Gustillo Type I,Gustilo Type II,Gustilo Type IIIb,Gustilo Type IIIc,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's injury is an open fracture with extensive soft tissue damage and a large wound, but with adequate soft tissue for coverage, which aligns with Gustilo Type IIIb classification. Type IIIb involves extensive soft tissue loss with periosteal stripping and bone exposure, but typically has adequate soft tissue for coverage after debridement.""
}",C,,0.9,"The patient's injury is an open fracture with extensive soft tissue damage and a large wound, but with adequate soft tissue for coverage, which aligns with Gustilo Type IIIb classification. Type IIIb involves extensive soft tissue loss with periosteal stripping and bone exposure, but typically has adequate soft tissue for coverage after debridement."
387,87a084f79c2b4e16d35da2d3a3a4a15a761d87f87d4bc372dfd62329beb56abd,"A 15 year old boy with fever, altered sensorium and a purpuric rash for two days. He has extensive palpable purpura over the legs. Which of the following would be the most appropriate initial choice of antibiotic?",Vancomycin,Ciprofloxacin,Chloramphenicol,Gentamicin,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The clinical presentation is suggestive of meningococcemia, a condition caused by Neisseria meningitidis. Chloramphenicol is an appropriate initial antibiotic choice for suspected meningococcemia, especially in settings where resistance patterns are a concern or the patient has a severe allergy to beta-lactams.""
}",C,,0.8,"The clinical presentation is suggestive of meningococcemia, a condition caused by Neisseria meningitidis. Chloramphenicol is an appropriate initial antibiotic choice for suspected meningococcemia, especially in settings where resistance patterns are a concern or the patient has a severe allergy to beta-lactams."
388,d04ecb76234ce316f9b280645b9df3d2c2953605c870813f30f297aba8644447,"A 17-year-old, pregnant woman was brought to maternity ward, because was found to have generalized convulsion at the central market. O/E: (positive finding) unconscious, pale +, BP 156/100 mmHg, hyperreflexia, urine dipstick for protein +; F/L 35 cm. V/E Cervix effaced, dilated 4 cm, station –1. How do you manage this patient?","General measure, prophylactic antibiotic and immediate C/section.","General measures, antihypertensive, MgSO4, resuscitation of the patient, foetal assessment and emergency c/section.","General measures, antihypertensive, anticonvulsant and augmentation.","General measures, BP control, fit control, mother stabilization and conservative management.","{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is presenting with symptoms of pre-eclampsia (hypertension, proteinuria, hyperreflexia) complicated by eclampsia (generalized convulsion). The appropriate management involves stabilizing the patient with general measures, controlling blood pressure, preventing further seizures with MgSO4, assessing fetal well-being, and considering delivery, likely by emergency cesarean section given the clinical presentation and labor status (4 cm dilated, -1 station).""
}",B,,0.9,"The patient is presenting with symptoms of pre-eclampsia (hypertension, proteinuria, hyperreflexia) complicated by eclampsia (generalized convulsion). The appropriate management involves stabilizing the patient with general measures, controlling blood pressure, preventing further seizures with MgSO4, assessing fetal well-being, and considering delivery, likely by emergency cesarean section given the clinical presentation and labor status (4 cm dilated, -1 station)."
389,235a73091f5061b03d5c51be80958ebdcc49040ac922b2a5878f21cb049fc922,A 30-year-old woman with bipolar disorder on lithium therapy presents with polyuria and polydipsia. Random blood sugar checked was 6.8 mmol/L . Which of the following is the most likely diagnosis?,Membranous glomerulonephritis,Chronic interstitial nephritis,Diabetes mellitus,Psychogenic polydipsia,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is on lithium therapy, which is known to cause nephrogenic diabetes insipidus leading to polyuria and polydipsia. Chronic interstitial nephritis is a well-documented side effect of long-term lithium use, making it the most likely diagnosis.""
}",B,,0.9,"The patient is on lithium therapy, which is known to cause nephrogenic diabetes insipidus leading to polyuria and polydipsia. Chronic interstitial nephritis is a well-documented side effect of long-term lithium use, making it the most likely diagnosis."
390,c892b3216db64b2699cd88c69d9c11c7c3bd723033e39638858173b3d4302830,"A 70-year-old male complains of the sudden onset of syncope. It occurs without warning and with no sweating, dizziness, or lightheadedness. He believes episodes tend to occur when he turns his head too quickly or sometimes when he is shaving. The best way to make a definitive diagnosis in this patient is which of the following?",ECG,Carotid massage with ECG monitoring,Holter monitor,Electrophysiologic studies to evaluate the AV node,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms are suggestive of carotid sinus hypersensitivity, a condition where syncope occurs due to excessive sensitivity of the carotid sinus. Carotid massage with ECG monitoring is a diagnostic test for this condition, as it can reproduce symptoms and demonstrate the underlying pathophysiology.""
}",B,,0.9,"The patient's symptoms are suggestive of carotid sinus hypersensitivity, a condition where syncope occurs due to excessive sensitivity of the carotid sinus. Carotid massage with ECG monitoring is a diagnostic test for this condition, as it can reproduce symptoms and demonstrate the underlying pathophysiology."
391,5b24c52525c734b25bc970b38c372f180dd9709dfde87cee9968d1bfb123f149,"A 20 years old para 0+0 at 38 weeks gestation with a B. P 160/110 multg, severe headache and one episode of convulsion one hour ago. Obsteric examination revealed a term fundal height, cephalic presentation and fetal heart rate of 144/min. The cervix is closed 2 cm long, posterior and not effaced. What would be your next plan of action?",Start magnesium sulphate intravenous hydralazine and prepare for emergency caesarean section delivery,Start magnesium sulphate then control blood pressure with I.V hydrallazine and insert postraglandin pessary.,"Start intravenous valium, hydrallazine drip and prepare for emergency caesarean section delivery.",Start intravenous labetalel drip and prepare for emergency ceasarean section delivery,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is presenting with symptoms of severe preeclampsia and eclampsia, indicated by high blood pressure, severe headache, and a convulsion. The appropriate management involves stabilizing the patient with magnesium sulphate to prevent further convulsions, controlling blood pressure with hydralazine, and expediting delivery, likely via cesarean section given the closed and uneffaced cervix.""
}",A,,0.9,"The patient is presenting with symptoms of severe preeclampsia and eclampsia, indicated by high blood pressure, severe headache, and a convulsion. The appropriate management involves stabilizing the patient with magnesium sulphate to prevent further convulsions, controlling blood pressure with hydralazine, and expediting delivery, likely via cesarean section given the closed and uneffaced cervix."
