row_index,question_id,stem,option_A,option_B,option_C,option_D,llama_raw,llama_choice,llama_abstain_code,llama_confidence,llama_rationale
384,532df0073f8a00277538a03cf9d53439c236d717782edf98afa854b1c26e1276,"A 32-year-old female is seen at the hospital a 6-month history of worsening lethargy and weight gain over the past six months. She has no known medical conditions and works as a librarian. There is no anterior neck swelling. Her blood pressure is 110/80 mmHg, and her pulse is 67 bpm and regular. Her body mass index is 32 kg/m2. Thyroid function tests showed a normal TSH of 1.5 m IU/L but low free T 4 of 7.8 pmol/L . Which of the following is most likely for this patient.",Subacute thyroiditis,Non toxic goiter,Hashimoto’s thyroiditis,Graves’ disease,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.4,
  ""rationale"": ""The patient's TSH is normal but free T4 is low, suggesting a potential issue with thyroid hormone levels or binding; more information is needed to determine the cause.""
}",,INSUFFICIENT_INFO,0.4,"The patient's TSH is normal but free T4 is low, suggesting a potential issue with thyroid hormone levels or binding; more information is needed to determine the cause."
385,97f63736edbab9b8ea918a216a1a7d4ff8d7209891ef19a4963c5aa18d90e850,A 72-year-old woman is found unconscious at home by her daughter. In the emergency room the patient does not respond to verbal or noxious stimuli. Which of the following is the most likely cause of her condition?,Hypoglycemia,Left posterior cerebral artery occlusion,Lacunar infarct in the right internal capsule,Middle cerebral artery occlusion,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient is unresponsive, and hypoglycemia is a common and reversible cause of coma. The other options are less likely to cause unresponsiveness to both verbal and noxious stimuli.""
}",A,,0.8,"The patient is unresponsive, and hypoglycemia is a common and reversible cause of coma. The other options are less likely to cause unresponsiveness to both verbal and noxious stimuli."
386,9f046e0a7b343f302cb5682d5af64888cbe959fda70d0a501f4aed64fbc707d7,"A 27-year-old man presents to the hospital after falling from a tractor. There isa 12-cm wound over his thigh, and he has extensive soft tissue damage. The proximal femur is protruding from the wound. It appears that adequate soft tissue remains to allow for coverage of the wound. This is best classified as which type of open fracture",Gustillo Type I,Gustilo Type II,Gustilo Type IIIb,Gustilo Type IIIc,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The wound is large (12 cm) with extensive soft tissue damage and bone exposure, indicating a severe injury. The presence of adequate soft tissue for coverage rules out Type IIIb. The lack of mention of vascular injury rules out Type IIIc.""
}",C,,0.9,"The wound is large (12 cm) with extensive soft tissue damage and bone exposure, indicating a severe injury. The presence of adequate soft tissue for coverage rules out Type IIIb. The lack of mention of vascular injury rules out Type IIIc."
387,87a084f79c2b4e16d35da2d3a3a4a15a761d87f87d4bc372dfd62329beb56abd,"A 15 year old boy with fever, altered sensorium and a purpuric rash for two days. He has extensive palpable purpura over the legs. Which of the following would be the most appropriate initial choice of antibiotic?",Vancomycin,Ciprofloxacin,Chloramphenicol,Gentamicin,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The clinical presentation is suggestive of meningococcemia, for which Chloramphenicol is an appropriate initial antibiotic choice, especially in settings where resistance patterns are a concern or specific antibiotic availability is limited.""
}",C,,0.8,"The clinical presentation is suggestive of meningococcemia, for which Chloramphenicol is an appropriate initial antibiotic choice, especially in settings where resistance patterns are a concern or specific antibiotic availability is limited."
388,d04ecb76234ce316f9b280645b9df3d2c2953605c870813f30f297aba8644447,"A 17-year-old, pregnant woman was brought to maternity ward, because was found to have generalized convulsion at the central market. O/E: (positive finding) unconscious, pale +, BP 156/100 mmHg, hyperreflexia, urine dipstick for protein +; F/L 35 cm. V/E Cervix effaced, dilated 4 cm, station –1. How do you manage this patient?","General measure, prophylactic antibiotic and immediate C/section.","General measures, antihypertensive, MgSO4, resuscitation of the patient, foetal assessment and emergency c/section.","General measures, antihypertensive, anticonvulsant and augmentation.","General measures, BP control, fit control, mother stabilization and conservative management.","{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is presenting with symptoms of severe preeclampsia (hypertension, proteinuria, hyperreflexia, and convulsions), indicating eclampsia. Management involves stabilizing the mother with general measures, antihypertensive, and MgSO4, followed by fetal assessment and delivery, likely by emergency C-section due to the patient's unstable condition and the presence of eclampsia.""
}",B,,0.9,"The patient is presenting with symptoms of severe preeclampsia (hypertension, proteinuria, hyperreflexia, and convulsions), indicating eclampsia. Management involves stabilizing the mother with general measures, antihypertensive, and MgSO4, followed by fetal assessment and delivery, likely by emergency C-section due to the patient's unstable condition and the presence of eclampsia."
389,235a73091f5061b03d5c51be80958ebdcc49040ac922b2a5878f21cb049fc922,A 30-year-old woman with bipolar disorder on lithium therapy presents with polyuria and polydipsia. Random blood sugar checked was 6.8 mmol/L . Which of the following is the most likely diagnosis?,Membranous glomerulonephritis,Chronic interstitial nephritis,Diabetes mellitus,Psychogenic polydipsia,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Lithium therapy is known to cause nephrogenic diabetes insipidus, leading to polyuria and polydipsia, and can cause chronic interstitial nephritis. The normal blood sugar level rules out diabetes mellitus.""
}",B,,0.9,"Lithium therapy is known to cause nephrogenic diabetes insipidus, leading to polyuria and polydipsia, and can cause chronic interstitial nephritis. The normal blood sugar level rules out diabetes mellitus."
390,c892b3216db64b2699cd88c69d9c11c7c3bd723033e39638858173b3d4302830,"A 70-year-old male complains of the sudden onset of syncope. It occurs without warning and with no sweating, dizziness, or lightheadedness. He believes episodes tend to occur when he turns his head too quickly or sometimes when he is shaving. The best way to make a definitive diagnosis in this patient is which of the following?",ECG,Carotid massage with ECG monitoring,Holter monitor,Electrophysiologic studies to evaluate the AV node,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms are suggestive of carotid sinus hypersensitivity, which can be diagnosed with carotid massage and ECG monitoring to assess for an abnormal response.""
}",B,,0.9,"The patient's symptoms are suggestive of carotid sinus hypersensitivity, which can be diagnosed with carotid massage and ECG monitoring to assess for an abnormal response."
391,5b24c52525c734b25bc970b38c372f180dd9709dfde87cee9968d1bfb123f149,"A 20 years old para 0+0 at 38 weeks gestation with a B. P 160/110 multg, severe headache and one episode of convulsion one hour ago. Obsteric examination revealed a term fundal height, cephalic presentation and fetal heart rate of 144/min. The cervix is closed 2 cm long, posterior and not effaced. What would be your next plan of action?",Start magnesium sulphate intravenous hydralazine and prepare for emergency caesarean section delivery,Start magnesium sulphate then control blood pressure with I.V hydrallazine and insert postraglandin pessary.,"Start intravenous valium, hydrallazine drip and prepare for emergency caesarean section delivery.",Start intravenous labetalel drip and prepare for emergency ceasarean section delivery,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is presenting with symptoms of severe preeclampsia and eclampsia, requiring immediate seizure prophylaxis with magnesium sulphate, blood pressure control with hydralazine, and expedited delivery via emergency caesarean section due to the unfavourable cervix and severe condition.""
}",A,,0.9,"The patient is presenting with symptoms of severe preeclampsia and eclampsia, requiring immediate seizure prophylaxis with magnesium sulphate, blood pressure control with hydralazine, and expedited delivery via emergency caesarean section due to the unfavourable cervix and severe condition."
392,32aaea7d0efe808924712a9f92fa4d1555487a169bf75cb193b3db27b262edb0,"A 50-year-old woman is seen in clinic because of weight loss, restlessness, and palpitations. She also has noted leg swelling and excessive hair loss. Her past medical history is unremarkable. She takes no medications. She is afebrile. On exam, she is tachycardic and has a fine tremor. She has mild exophthalmos. Her thyroid is smooth and uniformly enlarged. TSH levels are low and T 3 and T 4 levels are elevated. What is the next best step in management?",Radioactive iodine,Early operation,Propranolol,Antithyroid medication,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms and lab results indicate hyperthyroidism, likely due to Graves' disease. Propranolol is used to manage symptoms such as tachycardia and tremors while further treatment is planned.""
}",C,,0.9,"The patient's symptoms and lab results indicate hyperthyroidism, likely due to Graves' disease. Propranolol is used to manage symptoms such as tachycardia and tremors while further treatment is planned."
393,29b65b4ec244c97919266efc84a2b44c3dba7fb84282603942721914a77027b4,"2)	A 4-year-old girl is brought to the emergency department by her aunt because the child
has suddenly become clumsy, and her speech has become slurred over the last hour. On
physical examination, the girl is afebrile and dysarthric. She has prominent vertical and
horizontal nystagmus, along with truncal and appendicular ataxia. Deep tendon reflexes are
normal, as are results of the remainder of the physical examination.
Of the following, the MOST likely diagnosis is",meningoencephalitis,brain tumor,cerebellar hemorrhage,Guillain-Barré syndrome,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The acute onset of dysarthria, nystagmus, and ataxia in a previously healthy child strongly suggests a cerebellar lesion, with cerebellar hemorrhage being a plausible cause given the sudden onset of symptoms.""
}",C,,0.8,"The acute onset of dysarthria, nystagmus, and ataxia in a previously healthy child strongly suggests a cerebellar lesion, with cerebellar hemorrhage being a plausible cause given the sudden onset of symptoms."
394,eb41eddb4bed7d18279c549cadeb7c93cd56cdd497f0aea8f0619e683ac9b9c7,94. A 50-year-old presents to the emergency room with a sudden onset abdominal pain an hour ago. He is hypotensive with a board-like rigidity of the abdomen. The presence of guarding in the abdomen is suggestive of what type of physiologic pain,Sympathetic,Parietal,Referred,Visceral,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The presence of guarding and board-like rigidity suggests peritoneal irritation, which is associated with parietal pain. This type of pain is typically sharp and localized.""
}",B,,0.9,"The presence of guarding and board-like rigidity suggests peritoneal irritation, which is associated with parietal pain. This type of pain is typically sharp and localized."
395,31aea55a3d6f657ea04efa959a55ea5d93dfadc8b84e823c0ab18b806f7f4608,"A 34-year-old male patient presents in casualty with right lower abdominal pain. The patient is evaluated and a CT scan urogram confirms a 2 mm calculi in the right ureter at vesico-ureteric junction. Patient is referred to a urologist for advice. All of the following are true advice 
EXCEPT:",Patient is advised to maintain good hydration,Patient can be managed conservatively as he is being followed up in the clinic,Renal function test are important while on follow-up,Pain management is critical,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""A 2 mm stone at the vesico-ureteric junction is likely to pass spontaneously, but the patient still requires active management and possibly intervention if it doesn't pass, making conservative management with follow-up potentially insufficient on its own.""
}",B,,0.9,"A 2 mm stone at the vesico-ureteric junction is likely to pass spontaneously, but the patient still requires active management and possibly intervention if it doesn't pass, making conservative management with follow-up potentially insufficient on its own."
396,21544003d3d16033d176eabfe20beaf8835fb1fe852921bafc9666f01dd086ee,"A 29-year-old man is reviewed in the General Neurology Clinic. He has experienced progressive deterioration in his gait over the past 11 years, such that he currently needs the assistance of a frame. Over the last 2 years, his hearing has progressively worsened. A detailed family history reveals that his maternal grandmother had epilepsy, his mother experienced progressive deafness in middle age and his mother’s sister had difficulty walking and was told she had multiple sclerosis. Which one of the following is the most likely diagnosis in this case?",Friedreich’s ataxia,Huntington’s disease,Miller–Fisher syndrome,Mitochondrial disorder,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms, including progressive gait deterioration and hearing loss, along with a family history of neurological disorders affecting maternal relatives, suggest a mitochondrial disorder due to its maternal inheritance pattern.""
}",D,,0.9,"The patient's symptoms, including progressive gait deterioration and hearing loss, along with a family history of neurological disorders affecting maternal relatives, suggest a mitochondrial disorder due to its maternal inheritance pattern."
397,db0a05ebc03235a504d22463448b453bc4ed14aaab290381704ef2a63beda926,A 38-year-old had not passed urine after open haemorrhoidectomy. He admitted to having severe pain at the surgical site which made him quite apprehensive. What is the first intervention that should be started in the management of this acute urinary retention,a.	Pass a transurethral catheter,b.	Suprapubic aspiration of urine,c.	To do a formal suprapubic stab cystostomy,d.	Adequate analgesia,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient is experiencing acute urinary retention likely due to pain and apprehension after surgery. Providing adequate analgesia is the first step to manage the underlying cause.""
}",D,,0.9,The patient is experiencing acute urinary retention likely due to pain and apprehension after surgery. Providing adequate analgesia is the first step to manage the underlying cause.
398,ac1bfd5ca1357da0b51bd065e04bf87f340dad260cf61564389036aa5855b9ef,"A psychiatric Senior House Officer is called to consult on the case of a 75-year-old woman who had undergone a hip replacement two days before. On examination, the House Officer notes that the patient states the date as 1956, and she thinks she is at her son’s house. These impairments illustrate which aspect of the mental status examination?",Concentration,Memory,Thought process,Orientation,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's inability to correctly state the date and her location indicates a disturbance in her awareness of time and place, which is a key component of orientation.""
}",D,,0.9,"The patient's inability to correctly state the date and her location indicates a disturbance in her awareness of time and place, which is a key component of orientation."
399,d1942417042ce7cb4a9856c45c7b99a13f51a8cf57ebee08b8ae4cc769f19160,"A two-year old child presents at the emergency unit with a 2-day history of fever, cough and sialorrhoea. Examination shows enlarged jugulodigastric lymph nodes. Which of the following is the most likely diagnosis?",Coryza,Pneumonia,Pertussis,Tonsillopharyngitis,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The presence of fever, cough, sialorrhoea, and enlarged jugulodigastric lymph nodes in a two-year-old child strongly suggests tonsillopharyngitis, as the jugulodigastric lymph nodes are typically involved in infections of the tonsils and pharynx.""
}",D,,0.9,"The presence of fever, cough, sialorrhoea, and enlarged jugulodigastric lymph nodes in a two-year-old child strongly suggests tonsillopharyngitis, as the jugulodigastric lymph nodes are typically involved in infections of the tonsils and pharynx."
400,47251c8fd86e8a722862554fb7ce191c49ff538d508fbc29456844cfa573adf1,26)	A primiparous woman whose blood type is O positive gives birth at term to an infant who has A-positive blood and a hematocrit of 55%. A total serum bilirubin level obtained at 36 hours of age is 12 mg/dL . Which of the following additional laboratory findings would be characteristic of ABO hemolytic disease in this infant?,Elevated hemoglobin,Petechiae,A normal reticulocyte count,Crescent-shaped red blood cells in the blood smear,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""ABO hemolytic disease typically presents with mild hemolysis, and a normal reticulocyte count is characteristic as the bone marrow is able to compensate for the hemolysis. Other options are not directly related to ABO hemolytic disease.""
}",C,,0.8,"ABO hemolytic disease typically presents with mild hemolysis, and a normal reticulocyte count is characteristic as the bone marrow is able to compensate for the hemolysis. Other options are not directly related to ABO hemolytic disease."
401,7b276922d97fc0dac0858974f3844db3345fda2616ba54bcb5e08ea0ec650a91,"A 23-year old woman undergoes splenectomy following trauma. On postoperative day four, she developstachycardia and peritonitis, andshe has dark, bloody output from the nasogastric tube. What is the complication of greatest concern?",Gastric necrosis with perforation,Unrecognized esophageal varices,Overwhelming post-splenectomy infection (OPSI),Missed enterotomy,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's symptoms of tachycardia, peritonitis, and dark, bloody output from the nasogastric tube on postoperative day four after splenectomy suggest a serious complication related to the stomach. Gastric necrosis with perforation is a known complication following splenectomy, particularly if the short gastric vessels are compromised during surgery.""
}",A,,0.9,"The patient's symptoms of tachycardia, peritonitis, and dark, bloody output from the nasogastric tube on postoperative day four after splenectomy suggest a serious complication related to the stomach. Gastric necrosis with perforation is a known complication following splenectomy, particularly if the short gastric vessels are compromised during surgery."
402,a570c9b6d9fffe9f39c54fabfd0dbdebdc8ee3ef120e1cc22d89f475cf1b6293,"CURB-65 criteria include five variables-confusion (C), urea >7 mmol/L (U), respiratory rate 30/ minute (R), blood pressure, systolic 90 mmHg or diastolic 60 mmHg (B) and age 65 years (65). Patients should be admitted to the hospital when the CURB-65 score is more than?",0,1,2,3,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""A CURB-65 score of 2 or more indicates a higher risk of mortality and typically warrants hospital admission for closer monitoring and management.""
}",C,,0.9,A CURB-65 score of 2 or more indicates a higher risk of mortality and typically warrants hospital admission for closer monitoring and management.
403,421d7a650edfabfdfc09eb77e03c906c968266d04b22ed665a74eac6233272b8,The obstetric doctor on call is asked to review a cardiotocograph performed prior to induction of labour in a 39/40 multigravida. Which of the following features should help to reassure the doctor that this is a normal trace?,The baseline variability is <5 beats per minute.,There are no significant accelerations of the fetal heart on the 30-minute recording.,The tocograph is picking up regular contractions.,The baseline heart rate is 100 beats per minute.,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""A normal cardiotocograph (CTG) includes a tocograph that picks up regular contractions if they are occurring, a baseline fetal heart rate between 110-150 beats per minute, variability of 5-25 beats per minute, and accelerations. Option C is reassuring as it indicates the tocograph is functioning.""
}",C,,0.9,"A normal cardiotocograph (CTG) includes a tocograph that picks up regular contractions if they are occurring, a baseline fetal heart rate between 110-150 beats per minute, variability of 5-25 beats per minute, and accelerations. Option C is reassuring as it indicates the tocograph is functioning."
404,fe46ba4aea83f59e919c18fe76c9caa6d3bcb5b7db8151e53c0611881a867829,"A 30-year-old woman presents to the early pregnancy unit with mild vaginal bleeding. An ultrasound is performed, which reports a complete molar pregnancy. What would be the parental origin and genetic complement of the complete molar pregnancy?",2 paternal sets: haploid,2 paternal and 2 maternal sets: tetraploid,1 maternal and 1 paternal set: diploid,1 paternal set: haploid,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""A complete molar pregnancy typically results from the fertilization of an empty egg by a single sperm that then duplicates, or by two sperm, resulting in a diploid genome with only paternal chromosomes.""
}",A,,0.9,"A complete molar pregnancy typically results from the fertilization of an empty egg by a single sperm that then duplicates, or by two sperm, resulting in a diploid genome with only paternal chromosomes."
405,91d0386d3aebe4e8c7df73fb71be2321906c2aff8842a3a9f8c3958c6e0c780f,A 70-year-old male with history of hypertension and diabetes presents with a stepwise loss of intellectual function. Prior episodes have been associated with unilateral weakness and difficulty swallowing. A unilateral Babinski sign is found on neurological exam. What is the likely diagnosis?,Senile dementia of the Alzheimer’s type,Multi-infarct dementia,Vitamin B12 deficiency,Dementia with Lewy bodies,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's stepwise loss of intellectual function, history of episodes with unilateral weakness and difficulty swallowing, and presence of a unilateral Babinski sign suggest vascular events causing cognitive decline, characteristic of multi-infarct dementia.""
}",B,,0.9,"The patient's stepwise loss of intellectual function, history of episodes with unilateral weakness and difficulty swallowing, and presence of a unilateral Babinski sign suggest vascular events causing cognitive decline, characteristic of multi-infarct dementia."
406,e7346961c991b1c61e1eec3744669eac72334e376bab52e3a095a470588adbce,". A 60-year-old man complains of a lump in front of the ear lobe. The lump has been growing gradually for years, and there is now a visiblemass. He does not have any pain or facial weakness. His examinationis otherwise normal. What is the most likely diagnosis?",Adenoid cystic carcinoma,Mucoepidermoid carcinoma,Acinic cell carcinoma,Pleomorphic adenoma,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation of a slow-growing, painless mass in front of the ear lobe is characteristic of a benign tumor, and pleomorphic adenoma is the most common benign salivary gland tumor, often occurring in the parotid gland.""
}",D,,0.9,"The patient's presentation of a slow-growing, painless mass in front of the ear lobe is characteristic of a benign tumor, and pleomorphic adenoma is the most common benign salivary gland tumor, often occurring in the parotid gland."
407,4ca79245a4aa387c3f2e365bf7eaa3d012edb02b78f73a2fd08a8e2f90dd68c6,You are asked to see a 35-year old female who sustained a head injury during a road traffic accident. The patient was stable upon arrival to the emergency department but over the last hour his GCS has fallen from 15/15 to 13/15 and is now is drowsy and complaining of a headache. What is the most appropriate next step to take in the patient’s management?,Repeat the GCS score in another 3 hours,Speak with the neurosurgeon on call with a view of taking the patient to theatre,Prescribe adequate analgesia,Request an urgent CT scan of the head,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's decreasing GCS score and symptoms indicate potential neurological deterioration, necessitating an urgent CT scan to identify any intracranial injury or hemorrhage.""
}",D,,0.9,"The patient's decreasing GCS score and symptoms indicate potential neurological deterioration, necessitating an urgent CT scan to identify any intracranial injury or hemorrhage."
408,b0fc8d59f21fe4e342426eb79c00127156b07f56d111354823d35fc23ed28d35,"14)	Two weeks after a viral syndrome, a 9-year-old boy presents to your clinic with a complaint of several days of weakness of his mouth. In addition to the drooping of the left side of his mouth, you note that he is unable to completely shut his left eye. His smile is asymmetric, but his examination is otherwise normal. Which of the following is the most likely diagnosis?",Botulism,Cerebral vascular accident,Guillain-Barré syndrome,Brainstem tumor,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.6,
  ""rationale"": ""The symptoms suggest a facial nerve issue, possibly Bell's palsy, but the options don't directly include it. More information is needed to confidently choose among the given options.""
}",,INSUFFICIENT_INFO,0.6,"The symptoms suggest a facial nerve issue, possibly Bell's palsy, but the options don't directly include it. More information is needed to confidently choose among the given options."
409,37292b3457b31701f177609ad216706741d832c12f50db732be8d1a8ec448a84,". You are asked to see a 55-year-old female who has a history of diabetes for the past fiveyears and drainage from her left ear for more than 20 years. About three months ago, the ear became quite painful. On 
examination of the ear canal, you see irregular raised skin with a small ulcer and exposed bone in the center. Your next step should be to:",Send the patient for a CT scan of the temporal bone,"Culture the ear canal, by taking a scraping from the exposed bone",Use aminoglycoside or fluoroquinolone ear drops three times daily for 2 weeks,Take a biopsy at the edge of the ulce,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The clinical presentation is suggestive of malignant otitis externa, a serious infection that can be associated with malignancy. A biopsy is necessary to rule out carcinoma.""
}",D,,0.9,"The clinical presentation is suggestive of malignant otitis externa, a serious infection that can be associated with malignancy. A biopsy is necessary to rule out carcinoma."
410,a26273c1f76e47769f77901c3ca2f260118e9fa74d343f89b9487fcb81b7c81f,A 28-year-old para 1 woman with a dichorionic diamniotic (DCDA) twin pregnancy attends her antenatal appointment at 20 weeks' gestation. She is at risk of developing the following complications with the exception of which of the following?,Twin-to-twin transfusion syndrome,Pre-eclampsia,Postpartum haemorrhage,Fetal growth restriction,"{
  ""choice"": ""A"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""Twin-to-twin transfusion syndrome is a complication more commonly associated with monochorionic diamniotic or monochorionic monoamniotic twin pregnancies, not dichorionic diamniotic (DCDA) twin pregnancies.""
}",A,,0.9,"Twin-to-twin transfusion syndrome is a complication more commonly associated with monochorionic diamniotic or monochorionic monoamniotic twin pregnancies, not dichorionic diamniotic (DCDA) twin pregnancies."
411,bfd850997d219d26e47ce7e8edd1ab8802483778e4e08f44009308eb4a4a363a,A 40-year-old man presents to the Emergency Unit with retrosternal chest pain which occurred while jogging. He reports a similar previous episode while playing football 2 weeks prior. His father died suddenly at 42 years and his brother died at the age of 21. Examination reveals a fourth heart sound and a systolic murmur loudest at the left sternal border. What diagnosis fits best with the clinical findings?,Aortic stenosis,Primary dilated cardiomyopathy,Restrictive cardiomyopathy,Coronary artery disease,"{
  ""choice"": ""null"",
  ""abstain_code"": ""INSUFFICIENT_INFO"",
  ""confidence"": 0.6,
  ""rationale"": ""The presence of a fourth heart sound and systolic murmur, along with a family history of sudden death, suggests a condition like hypertrophic cardiomyopathy, but it's not listed among the options.""
}",,INSUFFICIENT_INFO,0.6,"The presence of a fourth heart sound and systolic murmur, along with a family history of sudden death, suggests a condition like hypertrophic cardiomyopathy, but it's not listed among the options."
412,f6bb7322ae22a86c5058357b4003f58947797a7f5c79ac07c5652f239b656ea9,A 30-year-old girl presents with mid-cycle pain on a regular monthly basis. She is sexually active and does not take any contraception. The pain resolves after 24 hours. She has a regular 28-day cycle. The likely cause of the pain is?,Adenomyosis,Endometriosis.,Polycystic ovaries.,PID.,"{
  ""choice"": ""B"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.8,
  ""rationale"": ""The patient's mid-cycle pain, resolving within 24 hours, and regular 28-day cycle is suggestive of mittelschmerz, a condition associated with ovulation. Endometriosis is a plausible cause of mid-cycle pain, although mittelschmerz is more directly related to ovulation itself.""
}",B,,0.8,"The patient's mid-cycle pain, resolving within 24 hours, and regular 28-day cycle is suggestive of mittelschmerz, a condition associated with ovulation. Endometriosis is a plausible cause of mid-cycle pain, although mittelschmerz is more directly related to ovulation itself."
413,1d60e24a6ec47af6063baf151126ef768de3817a07990e92108b3cd58d9e2fdf,"A 49-year-old woman presents to the Emergency Department with a 48-hour history of shortness of breath, fever and cough productive of rusty coloured sputum. Her temperature is 38.9 °C and her blood pressure is 100/70 mmHg. Coarse crackles and decreased breath sounds are heard at the right lung base on auscultation. She has a cold sore at the left-hand corner of her mouth. What is the likely cause of her chest infection?",Klebsiella pneumoniae,Legionella pneumophilia,Mycoplasma pneumoniae,Streptococcus pneumoniae,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The patient's presentation with rusty coloured sputum, coarse crackles, and decreased breath sounds at the right lung base is classic for pneumococcal pneumonia. The presence of a cold sore (herpes labialis) is also associated with pneumococcal infection.""
}",D,,0.9,"The patient's presentation with rusty coloured sputum, coarse crackles, and decreased breath sounds at the right lung base is classic for pneumococcal pneumonia. The presence of a cold sore (herpes labialis) is also associated with pneumococcal infection."
414,d3ad6f83e1756acb78712eb79b594f833ba58eb0cd31c7ec2fd6b616fd5b212e,A 6-year old child known diabetic presents with severe vomiting and abdominal pain. Examination reveals severe dehydration and fast thready pulse. Which of the following conditions is the likely precipitant?,Hypertension,Severe anaemia,Hypocalcaemia,Addison’s disease,"{
  ""choice"": ""D"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.9,
  ""rationale"": ""The child's symptoms of severe vomiting, abdominal pain, dehydration, and fast thready pulse in the context of known diabetes suggest diabetic ketoacidosis (DKA). Addison's disease can precipitate DKA due to cortisol deficiency affecting glucose metabolism.""
}",D,,0.9,"The child's symptoms of severe vomiting, abdominal pain, dehydration, and fast thready pulse in the context of known diabetes suggest diabetic ketoacidosis (DKA). Addison's disease can precipitate DKA due to cortisol deficiency affecting glucose metabolism."
415,cf92a80481369f979610d905b0831856b165f020796a53f1c85565a0a18cd7b1,A 50-year-old male presents with bleeding gums. The primary defect is believed to be in collagen synthesis due to the defect in the hydroxylation of procollagen proline and lysine. Which of the following is the most likely cause of the above condition?,Vitamin K deficiency,Vitamin E toxicity,Vitamin C deficiency,Vitamin K toxicity,"{
  ""choice"": ""C"",
  ""abstain_code"": ""null"",
  ""confidence"": 0.95,
  ""rationale"": ""Vitamin C is essential for the hydroxylation of proline and lysine in procollagen, and its deficiency leads to scurvy, characterized by bleeding gums among other symptoms.""
}",C,,0.95,"Vitamin C is essential for the hydroxylation of proline and lysine in procollagen, and its deficiency leads to scurvy, characterized by bleeding gums among other symptoms."
